Vendor,"GRAPHTEC Corporation"
Model,"GL240"
Version,"Ver1.51  "
MaxChannel,10
WLStartCH,10
MaxLogicChannel,4
Logic/Pulse,Off,Off
TempUnit,C
Sampling interval,500ms
Total data points,6773      
Trigger,0         
Start time,2021-04-23,16:30:34
End time,2021-04-23,17:27:01
Trigger time,2021-04-23,16:30:34
AMP settings
CH,Signal name,Amp,Input,Range,Temperature Range,Filter,Span,,Unit,Color,,,Line Width
CH1," CH 1","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],28,5,6,0
CH2," CH 2","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],0,13,23,0
CH3," CH 3","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],9,22,8,0
CH4," CH 4","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],21,0,21,0
Calc settings
CH,Left term,Operator,Right term,Scaling,Span,,Unit
Data
Number,Date&Time,ms,CH1,CH2,CH3,CH4,Alarm1-10,AlarmOut
      3095,2021/04/23 16:56:21,  0,+  81.6,+  19.2,+  22.3,+  45.3,LLLLLLLLLL,LLLL
      3096,2021/04/23 16:56:21,500,+  81.7,+  19.2,+  22.3,+  45.3,LLLLLLLLLL,LLLL
      3097,2021/04/23 16:56:22,  0,+  81.9,+  19.2,+  22.3,+  45.4,LLLLLLLLLL,LLLL
      3098,2021/04/23 16:56:22,500,+  81.7,+  19.2,+  22.3,+  45.3,LLLLLLLLLL,LLLL
      3099,2021/04/23 16:56:23,  0,+  81.7,+  19.2,+  22.3,+  45.3,LLLLLLLLLL,LLLL
      3100,2021/04/23 16:56:23,500,+  81.8,+  19.3,+  22.3,+  45.3,LLLLLLLLLL,LLLL
      3101,2021/04/23 16:56:24,  0,+  81.8,+  19.3,+  22.3,+  45.3,LLLLLLLLLL,LLLL
      3102,2021/04/23 16:56:24,500,+  81.9,+  19.3,+  22.3,+  45.3,LLLLLLLLLL,LLLL
      3103,2021/04/23 16:56:25,  0,+  81.8,+  19.3,+  22.3,+  45.2,LLLLLLLLLL,LLLL
      3104,2021/04/23 16:56:25,500,+  81.9,+  19.3,+  22.3,+  45.3,LLLLLLLLLL,LLLL
      3105,2021/04/23 16:56:26,  0,+  81.8,+  19.2,+  22.3,+  45.2,LLLLLLLLLL,LLLL
      3106,2021/04/23 16:56:26,500,+  81.8,+  19.2,+  22.3,+  45.2,LLLLLLLLLL,LLLL
      3107,2021/04/23 16:56:27,  0,+  81.7,+  19.3,+  22.3,+  45.2,LLLLLLLLLL,LLLL
      3108,2021/04/23 16:56:27,500,+  81.9,+  19.3,+  22.3,+  45.1,LLLLLLLLLL,LLLL
      3109,2021/04/23 16:56:28,  0,+  81.9,+  19.2,+  22.3,+  45.2,LLLLLLLLLL,LLLL
      3110,2021/04/23 16:56:28,500,+  81.9,+  19.2,+  22.3,+  45.1,LLLLLLLLLL,LLLL
      3111,2021/04/23 16:56:29,  0,+  81.9,+  19.2,+  22.3,+  45.2,LLLLLLLLLL,LLLL
      3112,2021/04/23 16:56:29,500,+  81.8,+  19.3,+  22.3,+  45.2,LLLLLLLLLL,LLLL
      3113,2021/04/23 16:56:30,  0,+  81.8,+  19.2,+  22.3,+  45.2,LLLLLLLLLL,LLLL
      3114,2021/04/23 16:56:30,500,+  81.9,+  19.2,+  22.3,+  45.3,LLLLLLLLLL,LLLL
      3115,2021/04/23 16:56:31,  0,+  81.7,+  19.2,+  22.4,+  45.3,LLLLLLLLLL,LLLL
      3116,2021/04/23 16:56:31,500,+  81.8,+  19.2,+  22.3,+  45.2,LLLLLLLLLL,LLLL
      3117,2021/04/23 16:56:32,  0,+  81.9,+  19.3,+  22.4,+  45.3,LLLLLLLLLL,LLLL
      3118,2021/04/23 16:56:32,500,+  81.7,+  19.2,+  22.3,+  45.3,LLLLLLLLLL,LLLL
      3119,2021/04/23 16:56:33,  0,+  81.7,+  19.2,+  22.4,+  45.3,LLLLLLLLLL,LLLL
      3120,2021/04/23 16:56:33,500,+  81.8,+  19.3,+  22.4,+  45.3,LLLLLLLLLL,LLLL
      3121,2021/04/23 16:56:34,  0,+  81.9,+  19.3,+  22.4,+  45.3,LLLLLLLLLL,LLLL
      3122,2021/04/23 16:56:34,500,+  81.9,+  19.2,+  22.4,+  45.4,LLLLLLLLLL,LLLL
      3123,2021/04/23 16:56:35,  0,+  81.8,+  19.2,+  22.4,+  45.4,LLLLLLLLLL,LLLL
      3124,2021/04/23 16:56:35,500,+  82.0,+  19.2,+  22.4,+  45.4,LLLLLLLLLL,LLLL
      3125,2021/04/23 16:56:36,  0,+  82.0,+  19.2,+  22.5,+  45.5,LLLLLLLLLL,LLLL
      3126,2021/04/23 16:56:36,500,+  81.9,+  19.3,+  22.5,+  45.5,LLLLLLLLLL,LLLL
      3127,2021/04/23 16:56:37,  0,+  81.9,+  19.2,+  22.5,+  45.5,LLLLLLLLLL,LLLL
      3128,2021/04/23 16:56:37,500,+  81.8,+  19.3,+  22.5,+  45.5,LLLLLLLLLL,LLLL
      3129,2021/04/23 16:56:38,  0,+  82.1,+  19.2,+  22.5,+  45.5,LLLLLLLLLL,LLLL
      3130,2021/04/23 16:56:38,500,+  81.7,+  19.2,+  22.5,+  45.5,LLLLLLLLLL,LLLL
      3131,2021/04/23 16:56:39,  0,+  81.8,+  19.3,+  22.5,+  45.5,LLLLLLLLLL,LLLL
      3132,2021/04/23 16:56:39,500,+  81.8,+  19.3,+  22.5,+  45.5,LLLLLLLLLL,LLLL
      3133,2021/04/23 16:56:40,  0,+  82.0,+  19.3,+  22.5,+  45.5,LLLLLLLLLL,LLLL
      3134,2021/04/23 16:56:40,500,+  82.0,+  19.3,+  22.6,+  45.5,LLLLLLLLLL,LLLL
      3135,2021/04/23 16:56:41,  0,+  81.9,+  19.3,+  22.6,+  45.5,LLLLLLLLLL,LLLL
      3136,2021/04/23 16:56:41,500,+  82.0,+  19.3,+  22.6,+  45.6,LLLLLLLLLL,LLLL
      3137,2021/04/23 16:56:42,  0,+  81.9,+  19.3,+  22.6,+  45.6,LLLLLLLLLL,LLLL
      3138,2021/04/23 16:56:42,500,+  81.8,+  19.3,+  22.6,+  45.6,LLLLLLLLLL,LLLL
      3139,2021/04/23 16:56:43,  0,+  81.8,+  19.3,+  22.7,+  45.6,LLLLLLLLLL,LLLL
      3140,2021/04/23 16:56:43,500,+  81.8,+  19.3,+  22.7,+  45.6,LLLLLLLLLL,LLLL
      3141,2021/04/23 16:56:44,  0,+  81.9,+  19.3,+  22.7,+  45.6,LLLLLLLLLL,LLLL
      3142,2021/04/23 16:56:44,500,+  81.8,+  19.3,+  22.7,+  45.6,LLLLLLLLLL,LLLL
      3143,2021/04/23 16:56:45,  0,+  81.9,+  19.3,+  22.6,+  45.6,LLLLLLLLLL,LLLL
      3144,2021/04/23 16:56:45,500,+  81.9,+  19.3,+  22.7,+  45.6,LLLLLLLLLL,LLLL
      3145,2021/04/23 16:56:46,  0,+  82.0,+  19.3,+  22.7,+  45.6,LLLLLLLLLL,LLLL
      3146,2021/04/23 16:56:46,500,+  81.8,+  19.3,+  22.7,+  45.6,LLLLLLLLLL,LLLL
      3147,2021/04/23 16:56:47,  0,+  81.9,+  19.3,+  22.7,+  45.6,LLLLLLLLLL,LLLL
      3148,2021/04/23 16:56:47,500,+  82.0,+  19.3,+  22.7,+  45.6,LLLLLLLLLL,LLLL
      3149,2021/04/23 16:56:48,  0,+  81.9,+  19.3,+  22.8,+  45.6,LLLLLLLLLL,LLLL
      3150,2021/04/23 16:56:48,500,+  82.0,+  19.3,+  22.7,+  45.6,LLLLLLLLLL,LLLL
      3151,2021/04/23 16:56:49,  0,+  82.1,+  19.3,+  22.7,+  45.7,LLLLLLLLLL,LLLL
      3152,2021/04/23 16:56:49,500,+  82.1,+  19.4,+  22.7,+  45.7,LLLLLLLLLL,LLLL
      3153,2021/04/23 16:56:50,  0,+  82.1,+  19.4,+  22.7,+  45.8,LLLLLLLLLL,LLLL
      3154,2021/04/23 16:56:50,500,+  82.1,+  19.4,+  22.8,+  45.7,LLLLLLLLLL,LLLL
      3155,2021/04/23 16:56:51,  0,+  82.1,+  19.4,+  22.7,+  45.7,LLLLLLLLLL,LLLL
      3156,2021/04/23 16:56:51,500,+  82.0,+  19.4,+  22.7,+  45.7,LLLLLLLLLL,LLLL
      3157,2021/04/23 16:56:52,  0,+  82.0,+  19.4,+  22.7,+  45.7,LLLLLLLLLL,LLLL
      3158,2021/04/23 16:56:52,500,+  81.9,+  19.4,+  22.6,+  45.7,LLLLLLLLLL,LLLL
      3159,2021/04/23 16:56:53,  0,+  82.0,+  19.3,+  22.7,+  45.7,LLLLLLLLLL,LLLL
      3160,2021/04/23 16:56:53,500,+  81.9,+  19.3,+  22.6,+  45.6,LLLLLLLLLL,LLLL
      3161,2021/04/23 16:56:54,  0,+  82.1,+  19.4,+  22.6,+  45.7,LLLLLLLLLL,LLLL
      3162,2021/04/23 16:56:54,500,+  81.9,+  19.3,+  22.6,+  45.6,LLLLLLLLLL,LLLL
      3163,2021/04/23 16:56:55,  0,+  82.1,+  19.4,+  22.7,+  45.6,LLLLLLLLLL,LLLL
      3164,2021/04/23 16:56:55,500,+  82.1,+  19.3,+  22.6,+  45.6,LLLLLLLLLL,LLLL
      3165,2021/04/23 16:56:56,  0,+  82.0,+  19.4,+  22.6,+  45.6,LLLLLLLLLL,LLLL
      3166,2021/04/23 16:56:56,500,+  82.1,+  19.4,+  22.6,+  45.6,LLLLLLLLLL,LLLL
      3167,2021/04/23 16:56:57,  0,+  81.9,+  19.4,+  22.6,+  45.6,LLLLLLLLLL,LLLL
      3168,2021/04/23 16:56:57,500,+  82.1,+  19.4,+  22.6,+  45.6,LLLLLLLLLL,LLLL
      3169,2021/04/23 16:56:58,  0,+  82.1,+  19.4,+  22.6,+  45.6,LLLLLLLLLL,LLLL
      3170,2021/04/23 16:56:58,500,+  82.0,+  19.4,+  22.6,+  45.5,LLLLLLLLLL,LLLL
      3171,2021/04/23 16:56:59,  0,+  82.1,+  19.3,+  22.6,+  45.5,LLLLLLLLLL,LLLL
      3172,2021/04/23 16:56:59,500,+  82.1,+  19.3,+  22.6,+  45.5,LLLLLLLLLL,LLLL
      3173,2021/04/23 16:57:00,  0,+  82.1,+  19.3,+  22.6,+  45.5,LLLLLLLLLL,LLLL
      3174,2021/04/23 16:57:00,500,+  82.0,+  19.2,+  22.7,+  45.5,LLLLLLLLLL,LLLL
      3175,2021/04/23 16:57:01,  0,+  82.0,+  19.3,+  22.7,+  45.5,LLLLLLLLLL,LLLL
      3176,2021/04/23 16:57:01,500,+  82.1,+  19.2,+  22.7,+  45.5,LLLLLLLLLL,LLLL
      3177,2021/04/23 16:57:02,  0,+  82.0,+  19.3,+  22.7,+  45.5,LLLLLLLLLL,LLLL
      3178,2021/04/23 16:57:02,500,+  82.1,+  19.2,+  22.7,+  45.5,LLLLLLLLLL,LLLL
      3179,2021/04/23 16:57:03,  0,+  82.0,+  19.2,+  22.7,+  45.5,LLLLLLLLLL,LLLL
      3180,2021/04/23 16:57:03,500,+  82.0,+  19.3,+  22.7,+  45.5,LLLLLLLLLL,LLLL
      3181,2021/04/23 16:57:04,  0,+  82.1,+  19.3,+  22.8,+  45.5,LLLLLLLLLL,LLLL
      3182,2021/04/23 16:57:04,500,+  81.8,+  19.3,+  22.8,+  45.5,LLLLLLLLLL,LLLL
      3183,2021/04/23 16:57:05,  0,+  82.1,+  19.3,+  22.8,+  45.5,LLLLLLLLLL,LLLL
      3184,2021/04/23 16:57:05,500,+  82.2,+  19.3,+  22.8,+  45.5,LLLLLLLLLL,LLLL
      3185,2021/04/23 16:57:06,  0,+  82.1,+  19.3,+  22.7,+  45.5,LLLLLLLLLL,LLLL
      3186,2021/04/23 16:57:06,500,+  82.1,+  19.3,+  22.8,+  45.5,LLLLLLLLLL,LLLL
      3187,2021/04/23 16:57:07,  0,+  82.0,+  19.3,+  22.8,+  45.6,LLLLLLLLLL,LLLL
      3188,2021/04/23 16:57:07,500,+  82.0,+  19.3,+  22.8,+  45.6,LLLLLLLLLL,LLLL
      3189,2021/04/23 16:57:08,  0,+  81.9,+  19.2,+  22.8,+  45.6,LLLLLLLLLL,LLLL
      3190,2021/04/23 16:57:08,500,+  82.0,+  19.2,+  22.8,+  45.6,LLLLLLLLLL,LLLL
      3191,2021/04/23 16:57:09,  0,+  82.1,+  19.2,+  22.8,+  45.6,LLLLLLLLLL,LLLL
      3192,2021/04/23 16:57:09,500,+  82.0,+  19.2,+  22.8,+  45.6,LLLLLLLLLL,LLLL
      3193,2021/04/23 16:57:10,  0,+  81.9,+  19.2,+  22.9,+  45.6,LLLLLLLLLL,LLLL
      3194,2021/04/23 16:57:10,500,+  82.0,+  19.2,+  22.9,+  45.7,LLLLLLLLLL,LLLL
      3195,2021/04/23 16:57:11,  0,+  82.1,+  19.2,+  22.9,+  45.7,LLLLLLLLLL,LLLL
      3196,2021/04/23 16:57:11,500,+  82.1,+  19.2,+  22.9,+  45.7,LLLLLLLLLL,LLLL
      3197,2021/04/23 16:57:12,  0,+  82.1,+  19.2,+  23.0,+  45.7,LLLLLLLLLL,LLLL
      3198,2021/04/23 16:57:12,500,+  82.0,+  19.2,+  22.9,+  45.7,LLLLLLLLLL,LLLL
      3199,2021/04/23 16:57:13,  0,+  82.1,+  19.2,+  22.9,+  45.7,LLLLLLLLLL,LLLL
      3200,2021/04/23 16:57:13,500,+  82.1,+  19.2,+  23.0,+  45.7,LLLLLLLLLL,LLLL
      3201,2021/04/23 16:57:14,  0,+  82.1,+  19.2,+  22.9,+  45.6,LLLLLLLLLL,LLLL
      3202,2021/04/23 16:57:14,500,+  82.2,+  19.2,+  22.9,+  45.7,LLLLLLLLLL,LLLL
      3203,2021/04/23 16:57:15,  0,+  82.1,+  19.2,+  22.9,+  45.7,LLLLLLLLLL,LLLL
      3204,2021/04/23 16:57:15,500,+  82.1,+  19.2,+  22.9,+  45.7,LLLLLLLLLL,LLLL
      3205,2021/04/23 16:57:16,  0,+  82.1,+  19.2,+  22.9,+  45.7,LLLLLLLLLL,LLLL
      3206,2021/04/23 16:57:16,500,+  82.1,+  19.1,+  22.8,+  45.6,LLLLLLLLLL,LLLL
      3207,2021/04/23 16:57:17,  0,+  82.1,+  19.0,+  22.8,+  45.7,LLLLLLLLLL,LLLL
      3208,2021/04/23 16:57:17,500,+  82.0,+  19.0,+  22.8,+  45.8,LLLLLLLLLL,LLLL
      3209,2021/04/23 16:57:18,  0,+  82.1,+  19.0,+  22.8,+  45.8,LLLLLLLLLL,LLLL
      3210,2021/04/23 16:57:18,500,+  82.0,+  19.0,+  22.8,+  45.8,LLLLLLLLLL,LLLL
      3211,2021/04/23 16:57:19,  0,+  82.0,+  19.0,+  22.8,+  45.8,LLLLLLLLLL,LLLL
      3212,2021/04/23 16:57:19,500,+  82.0,+  19.0,+  22.8,+  45.8,LLLLLLLLLL,LLLL
      3213,2021/04/23 16:57:20,  0,+  82.0,+  19.0,+  22.8,+  45.8,LLLLLLLLLL,LLLL
      3214,2021/04/23 16:57:20,500,+  82.1,+  19.0,+  22.8,+  45.8,LLLLLLLLLL,LLLL
      3215,2021/04/23 16:57:21,  0,+  82.1,+  19.0,+  22.8,+  45.8,LLLLLLLLLL,LLLL
      3216,2021/04/23 16:57:21,500,+  81.8,+  19.0,+  22.8,+  45.8,LLLLLLLLLL,LLLL
      3217,2021/04/23 16:57:22,  0,+  82.1,+  19.0,+  22.8,+  45.8,LLLLLLLLLL,LLLL
      3218,2021/04/23 16:57:22,500,+  82.1,+  19.0,+  22.7,+  45.8,LLLLLLLLLL,LLLL
      3219,2021/04/23 16:57:23,  0,+  81.9,+  19.0,+  22.7,+  45.7,LLLLLLLLLL,LLLL
      3220,2021/04/23 16:57:23,500,+  82.1,+  19.0,+  22.7,+  45.8,LLLLLLLLLL,LLLL
      3221,2021/04/23 16:57:24,  0,+  81.9,+  19.0,+  22.7,+  45.8,LLLLLLLLLL,LLLL
      3222,2021/04/23 16:57:24,500,+  82.1,+  19.0,+  22.7,+  45.8,LLLLLLLLLL,LLLL
      3223,2021/04/23 16:57:25,  0,+  82.1,+  19.0,+  22.6,+  45.8,LLLLLLLLLL,LLLL
      3224,2021/04/23 16:57:25,500,+  82.1,+  19.0,+  22.7,+  45.8,LLLLLLLLLL,LLLL
      3225,2021/04/23 16:57:26,  0,+  82.1,+  19.0,+  22.6,+  45.8,LLLLLLLLLL,LLLL
      3226,2021/04/23 16:57:26,500,+  81.9,+  19.0,+  22.6,+  45.8,LLLLLLLLLL,LLLL
      3227,2021/04/23 16:57:27,  0,+  82.2,+  19.0,+  22.8,+  45.8,LLLLLLLLLL,LLLL
      3228,2021/04/23 16:57:27,500,+  82.0,+  19.0,+  22.8,+  45.8,LLLLLLLLLL,LLLL
      3229,2021/04/23 16:57:28,  0,+  81.9,+  19.0,+  22.8,+  45.8,LLLLLLLLLL,LLLL
      3230,2021/04/23 16:57:28,500,+  81.9,+  19.0,+  22.8,+  45.9,LLLLLLLLLL,LLLL
      3231,2021/04/23 16:57:29,  0,+  82.0,+  19.0,+  22.8,+  45.9,LLLLLLLLLL,LLLL
      3232,2021/04/23 16:57:29,500,+  82.1,+  19.0,+  22.8,+  45.8,LLLLLLLLLL,LLLL
      3233,2021/04/23 16:57:30,  0,+  82.1,+  19.0,+  22.8,+  45.9,LLLLLLLLLL,LLLL
      3234,2021/04/23 16:57:30,500,+  82.1,+  19.0,+  22.8,+  45.8,LLLLLLLLLL,LLLL
      3235,2021/04/23 16:57:31,  0,+  82.1,+  19.0,+  22.8,+  45.9,LLLLLLLLLL,LLLL
      3236,2021/04/23 16:57:31,500,+  82.1,+  19.1,+  22.8,+  45.8,LLLLLLLLLL,LLLL
      3237,2021/04/23 16:57:32,  0,+  82.1,+  19.0,+  22.9,+  45.9,LLLLLLLLLL,LLLL
      3238,2021/04/23 16:57:32,500,+  82.1,+  19.0,+  22.9,+  45.8,LLLLLLLLLL,LLLL
      3239,2021/04/23 16:57:33,  0,+  82.1,+  19.0,+  22.9,+  45.9,LLLLLLLLLL,LLLL
      3240,2021/04/23 16:57:33,500,+  82.4,+  19.1,+  22.9,+  45.9,LLLLLLLLLL,LLLL
      3241,2021/04/23 16:57:34,  0,+  82.1,+  19.0,+  22.9,+  45.9,LLLLLLLLLL,LLLL
      3242,2021/04/23 16:57:34,500,+  82.2,+  19.1,+  22.9,+  46.0,LLLLLLLLLL,LLLL
      3243,2021/04/23 16:57:35,  0,+  82.2,+  19.2,+  22.9,+  46.0,LLLLLLLLLL,LLLL
      3244,2021/04/23 16:57:35,500,+  82.2,+  19.1,+  22.9,+  46.0,LLLLLLLLLL,LLLL
      3245,2021/04/23 16:57:36,  0,+  82.2,+  19.1,+  22.9,+  46.0,LLLLLLLLLL,LLLL
      3246,2021/04/23 16:57:36,500,+  82.2,+  19.1,+  22.9,+  46.0,LLLLLLLLLL,LLLL
      3247,2021/04/23 16:57:37,  0,+  82.2,+  19.1,+  22.9,+  46.0,LLLLLLLLLL,LLLL
      3248,2021/04/23 16:57:37,500,+  82.1,+  19.1,+  22.9,+  46.0,LLLLLLLLLL,LLLL
      3249,2021/04/23 16:57:38,  0,+  82.1,+  19.1,+  22.9,+  46.0,LLLLLLLLLL,LLLL
      3250,2021/04/23 16:57:38,500,+  82.2,+  19.1,+  22.9,+  46.0,LLLLLLLLLL,LLLL
      3251,2021/04/23 16:57:39,  0,+  82.2,+  19.1,+  22.9,+  46.0,LLLLLLLLLL,LLLL
      3252,2021/04/23 16:57:39,500,+  82.2,+  19.1,+  22.9,+  46.0,LLLLLLLLLL,LLLL
      3253,2021/04/23 16:57:40,  0,+  82.1,+  19.1,+  22.9,+  46.0,LLLLLLLLLL,LLLL
      3254,2021/04/23 16:57:40,500,+  82.2,+  19.2,+  22.9,+  46.0,LLLLLLLLLL,LLLL
      3255,2021/04/23 16:57:41,  0,+  82.2,+  19.1,+  22.9,+  46.0,LLLLLLLLLL,LLLL
      3256,2021/04/23 16:57:41,500,+  82.2,+  19.1,+  22.9,+  46.0,LLLLLLLLLL,LLLL
      3257,2021/04/23 16:57:42,  0,+  82.3,+  19.2,+  22.9,+  46.1,LLLLLLLLLL,LLLL
      3258,2021/04/23 16:57:42,500,+  82.1,+  19.2,+  23.0,+  46.1,LLLLLLLLLL,LLLL
      3259,2021/04/23 16:57:43,  0,+  82.0,+  19.2,+  23.0,+  46.1,LLLLLLLLLL,LLLL
      3260,2021/04/23 16:57:43,500,+  82.2,+  19.1,+  23.0,+  46.0,LLLLLLLLLL,LLLL
      3261,2021/04/23 16:57:44,  0,+  82.1,+  19.2,+  23.0,+  46.0,LLLLLLLLLL,LLLL
      3262,2021/04/23 16:57:44,500,+  82.2,+  19.2,+  23.0,+  46.1,LLLLLLLLLL,LLLL
      3263,2021/04/23 16:57:45,  0,+  81.9,+  19.2,+  23.0,+  46.1,LLLLLLLLLL,LLLL
      3264,2021/04/23 16:57:45,500,+  82.1,+  19.2,+  23.0,+  46.1,LLLLLLLLLL,LLLL
      3265,2021/04/23 16:57:46,  0,+  82.2,+  19.2,+  23.0,+  46.1,LLLLLLLLLL,LLLL
      3266,2021/04/23 16:57:46,500,+  82.1,+  19.2,+  23.0,+  46.1,LLLLLLLLLL,LLLL
      3267,2021/04/23 16:57:47,  0,+  82.2,+  19.2,+  23.1,+  46.1,LLLLLLLLLL,LLLL
      3268,2021/04/23 16:57:47,500,+  82.2,+  19.2,+  23.0,+  46.1,LLLLLLLLLL,LLLL
      3269,2021/04/23 16:57:48,  0,+  82.4,+  19.2,+  23.0,+  46.1,LLLLLLLLLL,LLLL
      3270,2021/04/23 16:57:48,500,+  82.1,+  19.2,+  23.0,+  46.1,LLLLLLLLLL,LLLL
      3271,2021/04/23 16:57:49,  0,+  82.2,+  19.2,+  23.0,+  46.1,LLLLLLLLLL,LLLL
      3272,2021/04/23 16:57:49,500,+  82.1,+  19.2,+  23.0,+  46.1,LLLLLLLLLL,LLLL
      3273,2021/04/23 16:57:50,  0,+  82.2,+  19.2,+  23.0,+  46.1,LLLLLLLLLL,LLLL
      3274,2021/04/23 16:57:50,500,+  82.2,+  19.2,+  23.0,+  46.1,LLLLLLLLLL,LLLL
      3275,2021/04/23 16:57:51,  0,+  82.5,+  19.2,+  23.0,+  46.1,LLLLLLLLLL,LLLL
      3276,2021/04/23 16:57:51,500,+  82.2,+  19.2,+  23.0,+  46.1,LLLLLLLLLL,LLLL
      3277,2021/04/23 16:57:52,  0,+  82.4,+  19.2,+  23.0,+  46.1,LLLLLLLLLL,LLLL
      3278,2021/04/23 16:57:52,500,+  82.3,+  19.2,+  23.0,+  46.2,LLLLLLLLLL,LLLL
      3279,2021/04/23 16:57:53,  0,+  82.2,+  19.2,+  23.0,+  46.2,LLLLLLLLLL,LLLL
      3280,2021/04/23 16:57:53,500,+  82.2,+  19.2,+  23.0,+  46.2,LLLLLLLLLL,LLLL
      3281,2021/04/23 16:57:54,  0,+  82.4,+  19.2,+  23.0,+  46.2,LLLLLLLLLL,LLLL
      3282,2021/04/23 16:57:54,500,+  82.5,+  19.2,+  23.0,+  46.2,LLLLLLLLLL,LLLL
      3283,2021/04/23 16:57:55,  0,+  82.2,+  19.2,+  23.0,+  46.2,LLLLLLLLLL,LLLL
      3284,2021/04/23 16:57:55,500,+  82.2,+  19.1,+  23.0,+  46.2,LLLLLLLLLL,LLLL
      3285,2021/04/23 16:57:56,  0,+  82.1,+  19.2,+  23.0,+  46.2,LLLLLLLLLL,LLLL
      3286,2021/04/23 16:57:56,500,+  82.4,+  19.2,+  23.0,+  46.2,LLLLLLLLLL,LLLL
      3287,2021/04/23 16:57:57,  0,+  82.2,+  19.2,+  23.0,+  46.3,LLLLLLLLLL,LLLL
      3288,2021/04/23 16:57:57,500,+  82.2,+  19.2,+  23.0,+  46.2,LLLLLLLLLL,LLLL
      3289,2021/04/23 16:57:58,  0,+  82.2,+  19.2,+  23.0,+  46.2,LLLLLLLLLL,LLLL
      3290,2021/04/23 16:57:58,500,+  82.3,+  19.2,+  23.0,+  46.3,LLLLLLLLLL,LLLL
      3291,2021/04/23 16:57:59,  0,+  82.2,+  19.2,+  23.0,+  46.2,LLLLLLLLLL,LLLL
      3292,2021/04/23 16:57:59,500,+  82.4,+  19.2,+  23.0,+  46.2,LLLLLLLLLL,LLLL
      3293,2021/04/23 16:58:00,  0,+  82.4,+  19.2,+  23.0,+  46.2,LLLLLLLLLL,LLLL
      3294,2021/04/23 16:58:00,500,+  82.5,+  19.2,+  23.0,+  46.2,LLLLLLLLLL,LLLL
      3295,2021/04/23 16:58:01,  0,+  82.5,+  19.2,+  23.0,+  46.2,LLLLLLLLLL,LLLL
      3296,2021/04/23 16:58:01,500,+  82.4,+  19.2,+  23.0,+  46.2,LLLLLLLLLL,LLLL
      3297,2021/04/23 16:58:02,  0,+  82.3,+  19.2,+  23.0,+  46.2,LLLLLLLLLL,LLLL
      3298,2021/04/23 16:58:02,500,+  82.4,+  19.2,+  23.0,+  46.2,LLLLLLLLLL,LLLL
      3299,2021/04/23 16:58:03,  0,+  82.2,+  19.2,+  23.0,+  46.3,LLLLLLLLLL,LLLL
      3300,2021/04/23 16:58:03,500,+  82.1,+  19.2,+  23.0,+  46.3,LLLLLLLLLL,LLLL
      3301,2021/04/23 16:58:04,  0,+  82.4,+  19.2,+  23.0,+  46.3,LLLLLLLLLL,LLLL
      3302,2021/04/23 16:58:04,500,+  82.2,+  19.2,+  23.0,+  46.3,LLLLLLLLLL,LLLL
      3303,2021/04/23 16:58:05,  0,+  82.3,+  19.2,+  23.0,+  46.3,LLLLLLLLLL,LLLL
      3304,2021/04/23 16:58:05,500,+  82.4,+  19.2,+  23.0,+  46.3,LLLLLLLLLL,LLLL
      3305,2021/04/23 16:58:06,  0,+  82.3,+  19.2,+  23.0,+  46.3,LLLLLLLLLL,LLLL
      3306,2021/04/23 16:58:06,500,+  82.2,+  19.2,+  23.0,+  46.3,LLLLLLLLLL,LLLL
      3307,2021/04/23 16:58:07,  0,+  82.4,+  19.3,+  23.0,+  46.3,LLLLLLLLLL,LLLL
      3308,2021/04/23 16:58:07,500,+  82.4,+  19.3,+  23.0,+  46.3,LLLLLLLLLL,LLLL
      3309,2021/04/23 16:58:08,  0,+  82.4,+  19.2,+  23.0,+  46.3,LLLLLLLLLL,LLLL
      3310,2021/04/23 16:58:08,500,+  82.4,+  19.2,+  23.0,+  46.3,LLLLLLLLLL,LLLL
      3311,2021/04/23 16:58:09,  0,+  82.3,+  19.3,+  23.0,+  46.3,LLLLLLLLLL,LLLL
      3312,2021/04/23 16:58:09,500,+  82.3,+  19.2,+  23.0,+  46.3,LLLLLLLLLL,LLLL
      3313,2021/04/23 16:58:10,  0,+  82.4,+  19.3,+  23.1,+  46.2,LLLLLLLLLL,LLLL
      3314,2021/04/23 16:58:10,500,+  82.4,+  19.2,+  23.0,+  46.2,LLLLLLLLLL,LLLL
      3315,2021/04/23 16:58:11,  0,+  82.2,+  19.2,+  23.0,+  46.2,LLLLLLLLLL,LLLL
      3316,2021/04/23 16:58:11,500,+  82.2,+  19.2,+  23.1,+  46.1,LLLLLLLLLL,LLLL
      3317,2021/04/23 16:58:12,  0,+  82.5,+  19.2,+  23.0,+  46.1,LLLLLLLLLL,LLLL
      3318,2021/04/23 16:58:12,500,+  82.4,+  19.2,+  23.1,+  46.1,LLLLLLLLLL,LLLL
      3319,2021/04/23 16:58:13,  0,+  82.2,+  19.2,+  23.1,+  46.0,LLLLLLLLLL,LLLL
      3320,2021/04/23 16:58:13,500,+  82.4,+  19.2,+  23.1,+  46.0,LLLLLLLLLL,LLLL
