Vendor,"GRAPHTEC Corporation"
Model,"GL240"
Version,"Ver1.51  "
MaxChannel,10
WLStartCH,10
MaxLogicChannel,4
Logic/Pulse,Off,Off
TempUnit,C
Sampling interval,500ms
Total data points,9950      
Trigger,0         
Start time,2021-03-31,13:35:33
End time,2021-03-31,14:58:28
Trigger time,2021-03-31,13:35:33
AMP settings
CH,Signal name,Amp,Input,Range,Temperature Range,Filter,Span,,Unit,Color,,,Line Width
CH1," CH 1","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],28,5,6,0
CH2," CH 2","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],0,13,23,0
CH3," CH 3","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],9,22,8,0
CH4," CH 4","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],21,0,21,0
CH5," CH 5","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],28,16,2,0
CH6," CH 6","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],5,23,30,0
CH7," CH 7","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],30,23,1,0
CH8," CH 8","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],28,0,17,0
Calc settings
CH,Left term,Operator,Right term,Scaling,Span,,Unit
Data
Number,Date&Time,ms,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,Alarm1-10,AlarmOut
      5199,2021/03/31 14:18:52,  0,+ 114.4,+ 115.4,+ 133.6,+ 136.2,+ 142.6,+ 129.6,+ 138.4,+ 128.0,LLLLLLLLLL,LLLL
      5200,2021/03/31 14:18:52,500,+ 114.5,+ 115.4,+ 133.6,+ 136.2,+ 142.5,+ 129.6,+ 138.4,+ 128.1,LLLLLLLLLL,LLLL
      5201,2021/03/31 14:18:53,  0,+ 114.5,+ 115.4,+ 133.8,+ 136.2,+ 142.5,+ 129.6,+ 138.4,+ 128.0,LLLLLLLLLL,LLLL
      5202,2021/03/31 14:18:53,500,+ 114.4,+ 115.4,+ 133.8,+ 136.2,+ 142.5,+ 129.6,+ 138.4,+ 128.0,LLLLLLLLLL,LLLL
      5203,2021/03/31 14:18:54,  0,+ 114.4,+ 115.4,+ 133.8,+ 136.2,+ 142.5,+ 129.5,+ 138.4,+ 128.0,LLLLLLLLLL,LLLL
      5204,2021/03/31 14:18:54,500,+ 114.5,+ 115.4,+ 133.7,+ 136.2,+ 142.5,+ 129.6,+ 138.4,+ 128.0,LLLLLLLLLL,LLLL
      5205,2021/03/31 14:18:55,  0,+ 114.5,+ 115.4,+ 133.6,+ 136.2,+ 142.5,+ 129.6,+ 138.4,+ 128.0,LLLLLLLLLL,LLLL
      5206,2021/03/31 14:18:55,500,+ 114.3,+ 115.4,+ 133.6,+ 136.2,+ 142.5,+ 129.6,+ 138.4,+ 128.0,LLLLLLLLLL,LLLL
      5207,2021/03/31 14:18:56,  0,+ 114.3,+ 115.4,+ 133.6,+ 136.1,+ 142.5,+ 129.6,+ 138.4,+ 128.0,LLLLLLLLLL,LLLL
      5208,2021/03/31 14:18:56,500,+ 114.3,+ 115.4,+ 133.6,+ 136.1,+ 142.4,+ 129.5,+ 138.4,+ 128.0,LLLLLLLLLL,LLLL
      5209,2021/03/31 14:18:57,  0,+ 114.3,+ 115.4,+ 133.6,+ 136.2,+ 142.3,+ 129.6,+ 138.4,+ 128.0,LLLLLLLLLL,LLLL
      5210,2021/03/31 14:18:57,500,+ 114.2,+ 115.4,+ 133.6,+ 136.1,+ 142.4,+ 129.6,+ 138.4,+ 128.0,LLLLLLLLLL,LLLL
      5211,2021/03/31 14:18:58,  0,+ 114.2,+ 115.4,+ 133.6,+ 136.1,+ 142.4,+ 129.5,+ 138.4,+ 128.0,LLLLLLLLLL,LLLL
      5212,2021/03/31 14:18:58,500,+ 114.3,+ 115.4,+ 133.7,+ 136.1,+ 142.3,+ 129.6,+ 138.4,+ 128.0,LLLLLLLLLL,LLLL
      5213,2021/03/31 14:18:59,  0,+ 114.3,+ 115.4,+ 133.6,+ 136.1,+ 142.3,+ 129.6,+ 138.4,+ 128.0,LLLLLLLLLL,LLLL
      5214,2021/03/31 14:18:59,500,+ 114.4,+ 115.4,+ 133.6,+ 136.1,+ 142.3,+ 129.6,+ 138.4,+ 128.0,LLLLLLLLLL,LLLL
      5215,2021/03/31 14:19:00,  0,+ 114.4,+ 115.4,+ 133.5,+ 136.1,+ 142.3,+ 129.6,+ 138.4,+ 128.0,LLLLLLLLLL,LLLL
      5216,2021/03/31 14:19:00,500,+ 114.5,+ 115.4,+ 133.4,+ 136.1,+ 142.3,+ 129.6,+ 138.4,+ 128.0,LLLLLLLLLL,LLLL
      5217,2021/03/31 14:19:01,  0,+ 114.6,+ 115.5,+ 133.4,+ 136.1,+ 142.2,+ 129.5,+ 138.4,+ 128.0,LLLLLLLLLL,LLLL
      5218,2021/03/31 14:19:01,500,+ 114.6,+ 115.5,+ 133.3,+ 136.1,+ 142.2,+ 129.6,+ 138.4,+ 128.0,LLLLLLLLLL,LLLL
      5219,2021/03/31 14:19:02,  0,+ 114.6,+ 115.5,+ 133.3,+ 136.1,+ 142.2,+ 129.6,+ 138.4,+ 128.0,LLLLLLLLLL,LLLL
      5220,2021/03/31 14:19:02,500,+ 114.6,+ 115.6,+ 133.3,+ 136.1,+ 142.1,+ 129.6,+ 138.4,+ 128.0,LLLLLLLLLL,LLLL
      5221,2021/03/31 14:19:03,  0,+ 114.6,+ 115.7,+ 133.3,+ 136.1,+ 142.1,+ 129.6,+ 138.4,+ 127.9,LLLLLLLLLL,LLLL
      5222,2021/03/31 14:19:03,500,+ 114.6,+ 115.7,+ 133.3,+ 135.9,+ 142.1,+ 129.6,+ 138.4,+ 127.9,LLLLLLLLLL,LLLL
      5223,2021/03/31 14:19:04,  0,+ 114.5,+ 115.6,+ 133.3,+ 135.9,+ 142.1,+ 129.6,+ 138.3,+ 127.9,LLLLLLLLLL,LLLL
      5224,2021/03/31 14:19:04,500,+ 114.6,+ 115.6,+ 133.2,+ 135.8,+ 142.1,+ 129.6,+ 138.4,+ 127.9,LLLLLLLLLL,LLLL
      5225,2021/03/31 14:19:05,  0,+ 114.6,+ 115.5,+ 133.1,+ 135.9,+ 142.1,+ 129.6,+ 138.4,+ 127.9,LLLLLLLLLL,LLLL
      5226,2021/03/31 14:19:05,500,+ 114.6,+ 115.4,+ 133.1,+ 135.7,+ 142.1,+ 129.6,+ 138.4,+ 127.8,LLLLLLLLLL,LLLL
      5227,2021/03/31 14:19:06,  0,+ 114.7,+ 115.4,+ 133.0,+ 135.7,+ 142.1,+ 129.6,+ 138.4,+ 127.9,LLLLLLLLLL,LLLL
      5228,2021/03/31 14:19:06,500,+ 114.8,+ 115.3,+ 133.0,+ 135.7,+ 142.1,+ 129.6,+ 138.4,+ 127.9,LLLLLLLLLL,LLLL
      5229,2021/03/31 14:19:07,  0,+ 114.8,+ 115.2,+ 133.0,+ 135.7,+ 142.1,+ 129.6,+ 138.3,+ 127.9,LLLLLLLLLL,LLLL
      5230,2021/03/31 14:19:07,500,+ 114.9,+ 115.1,+ 133.1,+ 135.7,+ 142.1,+ 129.6,+ 138.3,+ 127.9,LLLLLLLLLL,LLLL
      5231,2021/03/31 14:19:08,  0,+ 115.0,+ 115.0,+ 133.1,+ 135.7,+ 142.0,+ 129.5,+ 138.3,+ 127.8,LLLLLLLLLL,LLLL
      5232,2021/03/31 14:19:08,500,+ 115.0,+ 114.9,+ 133.1,+ 135.8,+ 142.1,+ 129.6,+ 138.3,+ 127.8,LLLLLLLLLL,LLLL
      5233,2021/03/31 14:19:09,  0,+ 115.0,+ 115.0,+ 133.1,+ 135.9,+ 142.0,+ 129.5,+ 138.3,+ 127.8,LLLLLLLLLL,LLLL
      5234,2021/03/31 14:19:09,500,+ 115.0,+ 114.9,+ 133.0,+ 135.8,+ 141.9,+ 129.4,+ 138.2,+ 127.8,LLLLLLLLLL,LLLL
      5235,2021/03/31 14:19:10,  0,+ 114.9,+ 114.9,+ 133.0,+ 135.9,+ 142.0,+ 129.4,+ 138.2,+ 127.7,LLLLLLLLLL,LLLL
      5236,2021/03/31 14:19:10,500,+ 114.7,+ 114.9,+ 133.0,+ 135.8,+ 141.9,+ 129.4,+ 138.2,+ 127.8,LLLLLLLLLL,LLLL
      5237,2021/03/31 14:19:11,  0,+ 114.7,+ 114.9,+ 133.0,+ 135.9,+ 141.9,+ 129.4,+ 138.2,+ 127.7,LLLLLLLLLL,LLLL
      5238,2021/03/31 14:19:11,500,+ 114.8,+ 114.8,+ 133.0,+ 135.9,+ 141.8,+ 129.4,+ 138.2,+ 127.7,LLLLLLLLLL,LLLL
      5239,2021/03/31 14:19:12,  0,+ 114.8,+ 114.9,+ 133.0,+ 135.9,+ 141.8,+ 129.4,+ 138.2,+ 127.7,LLLLLLLLLL,LLLL
      5240,2021/03/31 14:19:12,500,+ 114.7,+ 114.9,+ 133.0,+ 135.9,+ 141.8,+ 129.4,+ 138.2,+ 127.7,LLLLLLLLLL,LLLL
      5241,2021/03/31 14:19:13,  0,+ 114.7,+ 114.8,+ 132.9,+ 135.9,+ 141.8,+ 129.3,+ 138.1,+ 127.7,LLLLLLLLLL,LLLL
      5242,2021/03/31 14:19:13,500,+ 114.7,+ 114.9,+ 133.0,+ 135.9,+ 141.8,+ 129.3,+ 138.2,+ 127.7,LLLLLLLLLL,LLLL
      5243,2021/03/31 14:19:14,  0,+ 114.6,+ 114.9,+ 132.9,+ 135.9,+ 141.8,+ 129.2,+ 138.2,+ 127.7,LLLLLLLLLL,LLLL
      5244,2021/03/31 14:19:14,500,+ 114.6,+ 114.8,+ 132.8,+ 135.9,+ 141.8,+ 129.2,+ 138.1,+ 127.7,LLLLLLLLLL,LLLL
      5245,2021/03/31 14:19:15,  0,+ 114.6,+ 114.8,+ 132.8,+ 135.9,+ 141.8,+ 129.2,+ 138.1,+ 127.7,LLLLLLLLLL,LLLL
      5246,2021/03/31 14:19:15,500,+ 114.6,+ 114.9,+ 132.7,+ 135.9,+ 141.8,+ 129.2,+ 138.1,+ 127.7,LLLLLLLLLL,LLLL
      5247,2021/03/31 14:19:16,  0,+ 114.6,+ 114.8,+ 132.7,+ 135.9,+ 141.8,+ 129.2,+ 138.1,+ 127.7,LLLLLLLLLL,LLLL
      5248,2021/03/31 14:19:16,500,+ 114.6,+ 114.8,+ 132.7,+ 135.8,+ 141.7,+ 129.2,+ 138.1,+ 127.7,LLLLLLLLLL,LLLL
      5249,2021/03/31 14:19:17,  0,+ 114.5,+ 114.7,+ 132.7,+ 135.8,+ 141.7,+ 129.2,+ 138.1,+ 127.7,LLLLLLLLLL,LLLL
      5250,2021/03/31 14:19:17,500,+ 114.5,+ 114.8,+ 132.8,+ 135.7,+ 141.6,+ 129.2,+ 138.1,+ 127.7,LLLLLLLLLL,LLLL
      5251,2021/03/31 14:19:18,  0,+ 114.4,+ 114.9,+ 132.8,+ 135.7,+ 141.7,+ 129.2,+ 138.1,+ 127.7,LLLLLLLLLL,LLLL
      5252,2021/03/31 14:19:18,500,+ 114.3,+ 114.8,+ 132.9,+ 135.7,+ 141.6,+ 129.2,+ 138.0,+ 127.7,LLLLLLLLLL,LLLL
      5253,2021/03/31 14:19:19,  0,+ 114.3,+ 114.8,+ 132.8,+ 135.6,+ 141.6,+ 129.2,+ 138.0,+ 127.7,LLLLLLLLLL,LLLL
      5254,2021/03/31 14:19:19,500,+ 114.1,+ 114.8,+ 132.8,+ 135.6,+ 141.6,+ 129.2,+ 138.0,+ 127.7,LLLLLLLLLL,LLLL
      5255,2021/03/31 14:19:20,  0,+ 114.0,+ 114.7,+ 133.0,+ 135.6,+ 141.6,+ 129.2,+ 138.0,+ 127.7,LLLLLLLLLL,LLLL
      5256,2021/03/31 14:19:20,500,+ 114.0,+ 114.8,+ 132.9,+ 135.6,+ 141.6,+ 129.2,+ 138.0,+ 127.7,LLLLLLLLLL,LLLL
      5257,2021/03/31 14:19:21,  0,+ 113.9,+ 114.7,+ 132.8,+ 135.7,+ 141.6,+ 129.2,+ 138.0,+ 127.7,LLLLLLLLLL,LLLL
      5258,2021/03/31 14:19:21,500,+ 113.9,+ 114.8,+ 132.8,+ 135.7,+ 141.6,+ 129.3,+ 138.0,+ 127.7,LLLLLLLLLL,LLLL
      5259,2021/03/31 14:19:22,  0,+ 113.9,+ 114.7,+ 132.8,+ 135.7,+ 141.6,+ 129.3,+ 138.1,+ 127.7,LLLLLLLLLL,LLLL
      5260,2021/03/31 14:19:22,500,+ 113.9,+ 114.7,+ 132.8,+ 135.7,+ 141.6,+ 129.2,+ 138.0,+ 127.7,LLLLLLLLLL,LLLL
      5261,2021/03/31 14:19:23,  0,+ 113.8,+ 114.7,+ 132.8,+ 135.6,+ 141.5,+ 129.4,+ 138.0,+ 127.7,LLLLLLLLLL,LLLL
      5262,2021/03/31 14:19:23,500,+ 113.7,+ 114.6,+ 132.8,+ 135.6,+ 141.5,+ 129.3,+ 138.1,+ 127.6,LLLLLLLLLL,LLLL
      5263,2021/03/31 14:19:24,  0,+ 113.7,+ 114.6,+ 132.8,+ 135.6,+ 141.5,+ 129.2,+ 138.0,+ 127.7,LLLLLLLLLL,LLLL
      5264,2021/03/31 14:19:24,500,+ 113.7,+ 114.6,+ 132.8,+ 135.6,+ 141.5,+ 129.3,+ 138.0,+ 127.6,LLLLLLLLLL,LLLL
      5265,2021/03/31 14:19:25,  0,+ 113.8,+ 114.6,+ 132.8,+ 135.6,+ 141.4,+ 129.2,+ 138.0,+ 127.6,LLLLLLLLLL,LLLL
      5266,2021/03/31 14:19:25,500,+ 113.9,+ 114.6,+ 132.7,+ 135.7,+ 141.4,+ 129.3,+ 138.0,+ 127.6,LLLLLLLLLL,LLLL
      5267,2021/03/31 14:19:26,  0,+ 113.9,+ 114.7,+ 132.7,+ 135.6,+ 141.4,+ 129.3,+ 138.0,+ 127.6,LLLLLLLLLL,LLLL
      5268,2021/03/31 14:19:26,500,+ 113.8,+ 114.7,+ 132.7,+ 135.6,+ 141.4,+ 129.3,+ 138.0,+ 127.6,LLLLLLLLLL,LLLL
      5269,2021/03/31 14:19:27,  0,+ 113.8,+ 114.7,+ 132.8,+ 135.6,+ 141.4,+ 129.2,+ 138.0,+ 127.6,LLLLLLLLLL,LLLL
      5270,2021/03/31 14:19:27,500,+ 113.7,+ 114.7,+ 132.7,+ 135.5,+ 141.3,+ 129.2,+ 138.0,+ 127.5,LLLLLLLLLL,LLLL
      5271,2021/03/31 14:19:28,  0,+ 113.6,+ 114.7,+ 132.8,+ 135.5,+ 141.3,+ 129.2,+ 138.0,+ 127.5,LLLLLLLLLL,LLLL
      5272,2021/03/31 14:19:28,500,+ 113.5,+ 114.7,+ 132.8,+ 135.5,+ 141.3,+ 129.2,+ 138.0,+ 127.5,LLLLLLLLLL,LLLL
      5273,2021/03/31 14:19:29,  0,+ 113.6,+ 114.7,+ 132.8,+ 135.6,+ 141.3,+ 129.2,+ 138.0,+ 127.5,LLLLLLLLLL,LLLL
      5274,2021/03/31 14:19:29,500,+ 113.6,+ 114.7,+ 132.8,+ 135.5,+ 141.3,+ 129.2,+ 138.0,+ 127.5,LLLLLLLLLL,LLLL
      5275,2021/03/31 14:19:30,  0,+ 113.8,+ 114.8,+ 132.8,+ 135.6,+ 141.3,+ 129.1,+ 137.9,+ 127.5,LLLLLLLLLL,LLLL
      5276,2021/03/31 14:19:30,500,+ 113.8,+ 114.9,+ 132.8,+ 135.5,+ 141.3,+ 129.2,+ 138.0,+ 127.6,LLLLLLLLLL,LLLL
      5277,2021/03/31 14:19:31,  0,+ 114.0,+ 115.0,+ 132.9,+ 135.4,+ 141.3,+ 129.2,+ 138.0,+ 127.6,LLLLLLLLLL,LLLL
      5278,2021/03/31 14:19:31,500,+ 114.1,+ 115.1,+ 132.8,+ 135.4,+ 141.2,+ 129.1,+ 138.0,+ 127.6,LLLLLLLLLL,LLLL
      5279,2021/03/31 14:19:32,  0,+ 114.2,+ 115.1,+ 132.8,+ 135.3,+ 141.2,+ 129.1,+ 138.0,+ 127.6,LLLLLLLLLL,LLLL
      5280,2021/03/31 14:19:32,500,+ 114.3,+ 115.2,+ 132.8,+ 135.2,+ 141.2,+ 129.1,+ 138.0,+ 127.6,LLLLLLLLLL,LLLL
      5281,2021/03/31 14:19:33,  0,+ 114.3,+ 115.2,+ 132.8,+ 135.2,+ 141.1,+ 129.1,+ 138.0,+ 127.6,LLLLLLLLLL,LLLL
      5282,2021/03/31 14:19:33,500,+ 114.3,+ 115.2,+ 132.8,+ 135.1,+ 141.2,+ 129.1,+ 138.0,+ 127.6,LLLLLLLLLL,LLLL
      5283,2021/03/31 14:19:34,  0,+ 114.2,+ 115.2,+ 132.8,+ 135.1,+ 141.1,+ 129.1,+ 138.0,+ 127.6,LLLLLLLLLL,LLLL
      5284,2021/03/31 14:19:34,500,+ 114.3,+ 115.2,+ 132.8,+ 134.9,+ 141.1,+ 129.1,+ 138.0,+ 127.6,LLLLLLLLLL,LLLL
      5285,2021/03/31 14:19:35,  0,+ 114.3,+ 115.3,+ 132.8,+ 135.0,+ 141.1,+ 129.1,+ 137.9,+ 127.6,LLLLLLLLLL,LLLL
      5286,2021/03/31 14:19:35,500,+ 114.4,+ 115.3,+ 132.8,+ 135.1,+ 141.1,+ 129.1,+ 137.9,+ 127.6,LLLLLLLLLL,LLLL
      5287,2021/03/31 14:19:36,  0,+ 114.4,+ 115.4,+ 132.8,+ 135.1,+ 141.0,+ 129.1,+ 137.9,+ 127.6,LLLLLLLLLL,LLLL
      5288,2021/03/31 14:19:36,500,+ 114.3,+ 115.4,+ 132.8,+ 135.1,+ 141.0,+ 129.1,+ 137.9,+ 127.6,LLLLLLLLLL,LLLL
      5289,2021/03/31 14:19:37,  0,+ 114.2,+ 115.4,+ 132.7,+ 135.1,+ 141.0,+ 129.1,+ 137.9,+ 127.5,LLLLLLLLLL,LLLL
      5290,2021/03/31 14:19:37,500,+ 114.1,+ 115.3,+ 132.7,+ 135.1,+ 141.0,+ 129.1,+ 137.9,+ 127.6,LLLLLLLLLL,LLLL
      5291,2021/03/31 14:19:38,  0,+ 114.1,+ 115.2,+ 132.8,+ 135.1,+ 141.0,+ 129.1,+ 137.9,+ 127.5,LLLLLLLLLL,LLLL
      5292,2021/03/31 14:19:38,500,+ 114.3,+ 115.3,+ 132.6,+ 135.1,+ 141.0,+ 129.1,+ 137.9,+ 127.5,LLLLLLLLLL,LLLL
      5293,2021/03/31 14:19:39,  0,+ 114.2,+ 115.2,+ 132.5,+ 135.2,+ 141.0,+ 129.1,+ 137.9,+ 127.5,LLLLLLLLLL,LLLL
      5294,2021/03/31 14:19:39,500,+ 114.3,+ 115.3,+ 132.5,+ 135.2,+ 141.0,+ 129.1,+ 137.9,+ 127.4,LLLLLLLLLL,LLLL
      5295,2021/03/31 14:19:40,  0,+ 114.3,+ 115.3,+ 132.5,+ 135.1,+ 141.0,+ 129.0,+ 137.9,+ 127.5,LLLLLLLLLL,LLLL
      5296,2021/03/31 14:19:40,500,+ 114.3,+ 115.3,+ 132.5,+ 135.1,+ 141.0,+ 128.9,+ 137.9,+ 127.5,LLLLLLLLLL,LLLL
      5297,2021/03/31 14:19:41,  0,+ 114.3,+ 115.3,+ 132.5,+ 135.1,+ 141.0,+ 129.0,+ 137.9,+ 127.5,LLLLLLLLLL,LLLL
      5298,2021/03/31 14:19:41,500,+ 114.3,+ 115.2,+ 132.4,+ 134.9,+ 141.0,+ 128.9,+ 137.9,+ 127.5,LLLLLLLLLL,LLLL
      5299,2021/03/31 14:19:42,  0,+ 114.3,+ 115.3,+ 132.5,+ 134.9,+ 141.0,+ 128.9,+ 137.9,+ 127.4,LLLLLLLLLL,LLLL
      5300,2021/03/31 14:19:42,500,+ 114.3,+ 115.4,+ 132.4,+ 134.9,+ 141.0,+ 129.0,+ 137.9,+ 127.4,LLLLLLLLLL,LLLL
      5301,2021/03/31 14:19:43,  0,+ 114.4,+ 115.4,+ 132.5,+ 134.9,+ 141.0,+ 129.1,+ 137.8,+ 127.4,LLLLLLLLLL,LLLL
      5302,2021/03/31 14:19:43,500,+ 114.3,+ 115.4,+ 132.5,+ 134.7,+ 141.0,+ 129.1,+ 137.9,+ 127.4,LLLLLLLLLL,LLLL
      5303,2021/03/31 14:19:44,  0,+ 114.4,+ 115.4,+ 132.5,+ 134.6,+ 141.0,+ 129.1,+ 137.8,+ 127.4,LLLLLLLLLL,LLLL
      5304,2021/03/31 14:19:44,500,+ 114.4,+ 115.4,+ 132.6,+ 134.6,+ 140.9,+ 129.0,+ 137.8,+ 127.4,LLLLLLLLLL,LLLL
      5305,2021/03/31 14:19:45,  0,+ 114.3,+ 115.4,+ 132.5,+ 134.6,+ 140.8,+ 129.1,+ 137.8,+ 127.4,LLLLLLLLLL,LLLL
      5306,2021/03/31 14:19:45,500,+ 114.4,+ 115.5,+ 132.4,+ 134.5,+ 140.8,+ 129.1,+ 137.8,+ 127.4,LLLLLLLLLL,LLLL
      5307,2021/03/31 14:19:46,  0,+ 114.5,+ 115.5,+ 132.4,+ 134.4,+ 140.8,+ 129.0,+ 137.8,+ 127.5,LLLLLLLLLL,LLLL
      5308,2021/03/31 14:19:46,500,+ 114.6,+ 115.5,+ 132.3,+ 134.4,+ 140.8,+ 129.0,+ 137.7,+ 127.4,LLLLLLLLLL,LLLL
      5309,2021/03/31 14:19:47,  0,+ 114.6,+ 115.5,+ 132.2,+ 134.4,+ 140.8,+ 129.0,+ 137.7,+ 127.5,LLLLLLLLLL,LLLL
      5310,2021/03/31 14:19:47,500,+ 114.7,+ 115.5,+ 132.2,+ 134.4,+ 140.8,+ 129.0,+ 137.8,+ 127.5,LLLLLLLLLL,LLLL
      5311,2021/03/31 14:19:48,  0,+ 114.7,+ 115.7,+ 132.1,+ 134.4,+ 140.8,+ 129.0,+ 137.7,+ 127.4,LLLLLLLLLL,LLLL
      5312,2021/03/31 14:19:48,500,+ 114.7,+ 115.7,+ 131.9,+ 134.3,+ 140.7,+ 129.0,+ 137.8,+ 127.5,LLLLLLLLLL,LLLL
      5313,2021/03/31 14:19:49,  0,+ 114.8,+ 115.8,+ 131.8,+ 134.4,+ 140.7,+ 129.0,+ 137.7,+ 127.4,LLLLLLLLLL,LLLL
      5314,2021/03/31 14:19:49,500,+ 114.8,+ 115.8,+ 131.7,+ 134.3,+ 140.7,+ 129.0,+ 137.7,+ 127.5,LLLLLLLLLL,LLLL
      5315,2021/03/31 14:19:50,  0,+ 114.7,+ 115.8,+ 131.7,+ 134.2,+ 140.7,+ 128.9,+ 137.7,+ 127.4,LLLLLLLLLL,LLLL
      5316,2021/03/31 14:19:50,500,+ 114.7,+ 115.7,+ 131.6,+ 134.2,+ 140.7,+ 129.0,+ 137.7,+ 127.4,LLLLLLLLLL,LLLL
      5317,2021/03/31 14:19:51,  0,+ 114.7,+ 115.7,+ 131.7,+ 134.3,+ 140.7,+ 129.0,+ 137.7,+ 127.4,LLLLLLLLLL,LLLL
      5318,2021/03/31 14:19:51,500,+ 114.6,+ 115.7,+ 131.7,+ 134.4,+ 140.7,+ 128.9,+ 137.7,+ 127.4,LLLLLLLLLL,LLLL
      5319,2021/03/31 14:19:52,  0,+ 114.6,+ 115.7,+ 131.7,+ 134.4,+ 140.7,+ 128.9,+ 137.7,+ 127.4,LLLLLLLLLL,LLLL
      5320,2021/03/31 14:19:52,500,+ 114.7,+ 115.7,+ 131.7,+ 134.4,+ 140.7,+ 128.9,+ 137.7,+ 127.3,LLLLLLLLLL,LLLL
      5321,2021/03/31 14:19:53,  0,+ 114.7,+ 115.7,+ 131.7,+ 134.4,+ 140.6,+ 129.0,+ 137.7,+ 127.4,LLLLLLLLLL,LLLL
      5322,2021/03/31 14:19:53,500,+ 114.8,+ 115.7,+ 131.7,+ 134.4,+ 140.7,+ 129.0,+ 137.7,+ 127.3,LLLLLLLLLL,LLLL
      5323,2021/03/31 14:19:54,  0,+ 114.8,+ 115.7,+ 131.9,+ 134.4,+ 140.6,+ 128.9,+ 137.7,+ 127.3,LLLLLLLLLL,LLLL
      5324,2021/03/31 14:19:54,500,+ 114.7,+ 115.8,+ 131.9,+ 134.2,+ 140.6,+ 129.0,+ 137.7,+ 127.4,LLLLLLLLLL,LLLL
      5325,2021/03/31 14:19:55,  0,+ 114.8,+ 115.8,+ 132.1,+ 134.2,+ 140.6,+ 128.9,+ 137.7,+ 127.2,LLLLLLLLLL,LLLL
      5326,2021/03/31 14:19:55,500,+ 114.7,+ 115.8,+ 132.1,+ 134.2,+ 140.6,+ 128.9,+ 137.7,+ 127.2,LLLLLLLLLL,LLLL
      5327,2021/03/31 14:19:56,  0,+ 114.7,+ 115.7,+ 132.1,+ 134.4,+ 140.5,+ 129.0,+ 137.7,+ 127.2,LLLLLLLLLL,LLLL
      5328,2021/03/31 14:19:56,500,+ 114.6,+ 115.7,+ 132.1,+ 134.4,+ 140.5,+ 128.9,+ 137.7,+ 127.3,LLLLLLLLLL,LLLL
      5329,2021/03/31 14:19:57,  0,+ 114.6,+ 115.6,+ 132.1,+ 134.4,+ 140.5,+ 128.9,+ 137.7,+ 127.3,LLLLLLLLLL,LLLL
      5330,2021/03/31 14:19:57,500,+ 114.7,+ 115.6,+ 132.1,+ 134.6,+ 140.6,+ 128.9,+ 137.7,+ 127.3,LLLLLLLLLL,LLLL
      5331,2021/03/31 14:19:58,  0,+ 114.7,+ 115.6,+ 131.9,+ 134.6,+ 140.5,+ 128.9,+ 137.7,+ 127.4,LLLLLLLLLL,LLLL
      5332,2021/03/31 14:19:58,500,+ 114.8,+ 115.7,+ 131.9,+ 134.6,+ 140.5,+ 128.9,+ 137.7,+ 127.3,LLLLLLLLLL,LLLL
      5333,2021/03/31 14:19:59,  0,+ 114.8,+ 115.7,+ 131.8,+ 134.6,+ 140.5,+ 128.9,+ 137.7,+ 127.4,LLLLLLLLLL,LLLL
      5334,2021/03/31 14:19:59,500,+ 114.7,+ 115.6,+ 131.7,+ 134.5,+ 140.5,+ 128.9,+ 137.7,+ 127.4,LLLLLLLLLL,LLLL
      5335,2021/03/31 14:20:00,  0,+ 114.6,+ 115.7,+ 131.8,+ 134.6,+ 140.5,+ 128.8,+ 137.7,+ 127.3,LLLLLLLLLL,LLLL
      5336,2021/03/31 14:20:00,500,+ 114.4,+ 115.5,+ 131.9,+ 134.6,+ 140.4,+ 128.8,+ 137.7,+ 127.5,LLLLLLLLLL,LLLL
      5337,2021/03/31 14:20:01,  0,+ 114.3,+ 115.5,+ 131.9,+ 134.6,+ 140.4,+ 128.8,+ 137.7,+ 127.3,LLLLLLLLLL,LLLL
      5338,2021/03/31 14:20:01,500,+ 114.3,+ 115.5,+ 131.9,+ 134.6,+ 140.3,+ 128.8,+ 137.7,+ 127.4,LLLLLLLLLL,LLLL
      5339,2021/03/31 14:20:02,  0,+ 114.4,+ 115.5,+ 132.1,+ 134.7,+ 140.4,+ 128.8,+ 137.7,+ 127.4,LLLLLLLLLL,LLLL
      5340,2021/03/31 14:20:02,500,+ 114.4,+ 115.5,+ 132.1,+ 134.7,+ 140.3,+ 128.8,+ 137.7,+ 127.3,LLLLLLLLLL,LLLL
      5341,2021/03/31 14:20:03,  0,+ 114.6,+ 115.5,+ 132.1,+ 134.7,+ 140.3,+ 128.8,+ 137.7,+ 127.4,LLLLLLLLLL,LLLL
      5342,2021/03/31 14:20:03,500,+ 114.6,+ 115.5,+ 132.1,+ 134.7,+ 140.3,+ 128.7,+ 137.7,+ 127.3,LLLLLLLLLL,LLLL
      5343,2021/03/31 14:20:04,  0,+ 114.5,+ 115.5,+ 132.1,+ 134.7,+ 140.3,+ 128.7,+ 137.7,+ 127.4,LLLLLLLLLL,LLLL
