Vendor,"GRAPHTEC Corporation"
Model,"GL240"
Version,"Ver1.51  "
MaxChannel,10
WLStartCH,10
MaxLogicChannel,4
Logic/Pulse,Off,Off
TempUnit,C
Sampling interval,500ms
Total data points,4474      
Trigger,0         
Start time,2021-03-25,09:32:01
End time,2021-03-25,10:09:18
Trigger time,2021-03-25,09:32:01
AMP settings
CH,Signal name,Amp,Input,Range,Temperature Range,Filter,Span,,Unit,Color,,,Line Width
CH1," CH 1","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],28,5,6,0
CH2," CH 2","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],0,13,23,0
CH3," CH 3","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],9,22,8,0
CH4," CH 4","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],21,0,21,0
CH5," CH 5","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],28,16,2,0
CH6," CH 6","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],5,23,30,0
CH7," CH 7","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],30,23,1,0
CH8," CH 8","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],28,0,17,0
Calc settings
CH,Left term,Operator,Right term,Scaling,Span,,Unit
Data
Number,Date&Time,ms,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,Alarm1-10,AlarmOut
      2169,2021/03/25 09:50:05,  0,+  87.8,+ 116.9,+ 109.1,+ 107.1,+  98.7,+ 125.9,+ 111.2,+ 125.8,LLLLLLLLLL,LLLL
      2170,2021/03/25 09:50:05,500,+  87.8,+ 116.9,+ 109.1,+ 107.2,+  98.8,+ 125.8,+ 111.2,+ 125.7,LLLLLLLLLL,LLLL
      2171,2021/03/25 09:50:06,  0,+  87.9,+ 117.0,+ 109.1,+ 107.2,+  98.8,+ 125.8,+ 111.2,+ 125.7,LLLLLLLLLL,LLLL
      2172,2021/03/25 09:50:06,500,+  87.9,+ 117.0,+ 109.1,+ 107.2,+  98.8,+ 125.8,+ 111.2,+ 125.6,LLLLLLLLLL,LLLL
      2173,2021/03/25 09:50:07,  0,+  87.8,+ 116.9,+ 109.1,+ 107.1,+  98.8,+ 125.7,+ 111.2,+ 125.5,LLLLLLLLLL,LLLL
      2174,2021/03/25 09:50:07,500,+  87.7,+ 116.9,+ 109.1,+ 107.2,+  98.8,+ 125.7,+ 111.2,+ 125.5,LLLLLLLLLL,LLLL
      2175,2021/03/25 09:50:08,  0,+  87.6,+ 116.9,+ 109.1,+ 107.1,+  98.8,+ 125.7,+ 111.1,+ 125.5,LLLLLLLLLL,LLLL
      2176,2021/03/25 09:50:08,500,+  87.6,+ 116.9,+ 109.1,+ 106.6,+  98.8,+ 125.7,+ 111.3,+ 125.5,LLLLLLLLLL,LLLL
      2177,2021/03/25 09:50:09,  0,+  87.6,+ 117.0,+ 109.1,+ 106.3,+  98.8,+ 125.7,+ 111.4,+ 125.5,LLLLLLLLLL,LLLL
      2178,2021/03/25 09:50:09,500,+  87.6,+ 117.0,+ 109.1,+ 106.1,+  98.9,+ 125.6,+ 111.4,+ 125.3,LLLLLLLLLL,LLLL
      2179,2021/03/25 09:50:10,  0,+  87.6,+ 117.0,+ 109.1,+ 106.2,+  98.9,+ 125.6,+ 111.3,+ 125.3,LLLLLLLLLL,LLLL
      2180,2021/03/25 09:50:10,500,+  87.7,+ 117.1,+ 109.2,+ 106.4,+  98.9,+ 125.5,+ 111.2,+ 125.2,LLLLLLLLLL,LLLL
      2181,2021/03/25 09:50:11,  0,+  87.7,+ 117.1,+ 109.2,+ 106.6,+  98.9,+ 125.5,+ 111.3,+ 125.2,LLLLLLLLLL,LLLL
      2182,2021/03/25 09:50:11,500,+  87.7,+ 117.1,+ 109.3,+ 106.8,+  99.0,+ 125.5,+ 111.2,+ 125.2,LLLLLLLLLL,LLLL
      2183,2021/03/25 09:50:12,  0,+  87.7,+ 117.1,+ 109.3,+ 106.8,+  99.0,+ 125.4,+ 111.2,+ 125.2,LLLLLLLLLL,LLLL
      2184,2021/03/25 09:50:12,500,+  87.7,+ 117.1,+ 109.3,+ 106.9,+  99.0,+ 125.3,+ 111.0,+ 125.2,LLLLLLLLLL,LLLL
      2185,2021/03/25 09:50:13,  0,+  87.7,+ 117.2,+ 109.4,+ 106.8,+  99.0,+ 125.3,+ 111.0,+ 125.1,LLLLLLLLLL,LLLL
      2186,2021/03/25 09:50:13,500,+  87.8,+ 117.1,+ 109.3,+ 106.8,+  98.9,+ 125.3,+ 111.0,+ 125.0,LLLLLLLLLL,LLLL
      2187,2021/03/25 09:50:14,  0,+  87.8,+ 117.1,+ 109.4,+ 106.8,+  99.0,+ 125.3,+ 110.8,+ 124.9,LLLLLLLLLL,LLLL
      2188,2021/03/25 09:50:14,500,+  87.9,+ 117.2,+ 109.4,+ 106.9,+  99.0,+ 125.3,+ 110.8,+ 124.9,LLLLLLLLLL,LLLL
      2189,2021/03/25 09:50:15,  0,+  87.9,+ 117.2,+ 109.6,+ 106.8,+  99.0,+ 125.2,+ 110.7,+ 124.9,LLLLLLLLLL,LLLL
      2190,2021/03/25 09:50:15,500,+  87.9,+ 117.2,+ 109.6,+ 106.9,+  99.0,+ 125.2,+ 110.7,+ 124.9,LLLLLLLLLL,LLLL
      2191,2021/03/25 09:50:16,  0,+  87.9,+ 117.2,+ 109.6,+ 106.9,+  99.0,+ 125.1,+ 110.8,+ 124.8,LLLLLLLLLL,LLLL
      2192,2021/03/25 09:50:16,500,+  87.7,+ 117.2,+ 109.6,+ 106.9,+  99.0,+ 125.1,+ 110.8,+ 124.8,LLLLLLLLLL,LLLL
      2193,2021/03/25 09:50:17,  0,+  87.7,+ 117.2,+ 109.6,+ 106.8,+  99.0,+ 125.0,+ 110.8,+ 124.7,LLLLLLLLLL,LLLL
      2194,2021/03/25 09:50:17,500,+  87.9,+ 117.2,+ 109.6,+ 106.9,+  99.1,+ 125.0,+ 110.8,+ 124.7,LLLLLLLLLL,LLLL
      2195,2021/03/25 09:50:18,  0,+  87.9,+ 117.2,+ 109.7,+ 107.0,+  99.1,+ 125.0,+ 110.7,+ 124.6,LLLLLLLLLL,LLLL
      2196,2021/03/25 09:50:18,500,+  88.0,+ 117.2,+ 109.7,+ 107.1,+  99.1,+ 124.9,+ 110.6,+ 124.6,LLLLLLLLLL,LLLL
      2197,2021/03/25 09:50:19,  0,+  88.0,+ 117.2,+ 109.7,+ 107.0,+  99.1,+ 124.9,+ 110.7,+ 124.5,LLLLLLLLLL,LLLL
      2198,2021/03/25 09:50:19,500,+  88.2,+ 117.3,+ 109.9,+ 107.1,+  99.1,+ 124.9,+ 110.7,+ 124.6,LLLLLLLLLL,LLLL
      2199,2021/03/25 09:50:20,  0,+  88.3,+ 117.4,+ 109.9,+ 107.1,+  99.1,+ 124.9,+ 110.8,+ 124.6,LLLLLLLLLL,LLLL
      2200,2021/03/25 09:50:20,500,+  88.3,+ 117.4,+ 109.9,+ 107.2,+  99.1,+ 124.9,+ 110.8,+ 124.5,LLLLLLLLLL,LLLL
      2201,2021/03/25 09:50:21,  0,+  88.3,+ 117.4,+ 110.0,+ 107.3,+  99.2,+ 124.9,+ 110.8,+ 124.4,LLLLLLLLLL,LLLL
      2202,2021/03/25 09:50:21,500,+  88.4,+ 117.4,+ 110.0,+ 107.3,+  99.2,+ 124.9,+ 110.8,+ 124.4,LLLLLLLLLL,LLLL
      2203,2021/03/25 09:50:22,  0,+  88.5,+ 117.4,+ 110.0,+ 107.3,+  99.2,+ 124.8,+ 110.7,+ 124.4,LLLLLLLLLL,LLLL
      2204,2021/03/25 09:50:22,500,+  88.6,+ 117.4,+ 110.1,+ 107.3,+  99.2,+ 124.7,+ 110.7,+ 124.4,LLLLLLLLLL,LLLL
      2205,2021/03/25 09:50:23,  0,+  88.6,+ 117.4,+ 110.1,+ 107.5,+  99.2,+ 124.7,+ 110.6,+ 124.3,LLLLLLLLLL,LLLL
      2206,2021/03/25 09:50:23,500,+  88.6,+ 117.4,+ 110.1,+ 107.4,+  99.2,+ 124.7,+ 110.5,+ 124.3,LLLLLLLLLL,LLLL
      2207,2021/03/25 09:50:24,  0,+  88.5,+ 117.5,+ 110.2,+ 107.5,+  99.2,+ 124.6,+ 110.7,+ 124.3,LLLLLLLLLL,LLLL
      2208,2021/03/25 09:50:24,500,+  88.6,+ 117.5,+ 110.2,+ 107.5,+  99.2,+ 124.6,+ 110.5,+ 124.3,LLLLLLLLLL,LLLL
      2209,2021/03/25 09:50:25,  0,+  88.5,+ 117.5,+ 110.2,+ 107.6,+  99.3,+ 124.6,+ 110.5,+ 124.2,LLLLLLLLLL,LLLL
      2210,2021/03/25 09:50:25,500,+  88.6,+ 117.5,+ 110.3,+ 107.7,+  99.3,+ 124.6,+ 110.7,+ 124.1,LLLLLLLLLL,LLLL
      2211,2021/03/25 09:50:26,  0,+  88.5,+ 117.4,+ 110.4,+ 107.7,+  99.2,+ 124.6,+ 110.5,+ 124.1,LLLLLLLLLL,LLLL
      2212,2021/03/25 09:50:26,500,+  88.6,+ 117.5,+ 110.4,+ 107.6,+  99.3,+ 124.6,+ 110.5,+ 124.1,LLLLLLLLLL,LLLL
      2213,2021/03/25 09:50:27,  0,+  88.6,+ 117.5,+ 110.4,+ 107.5,+  99.3,+ 124.5,+ 110.5,+ 124.1,LLLLLLLLLL,LLLL
      2214,2021/03/25 09:50:27,500,+  88.5,+ 117.5,+ 110.4,+ 107.3,+  99.3,+ 124.5,+ 110.5,+ 124.1,LLLLLLLLLL,LLLL
      2215,2021/03/25 09:50:28,  0,+  88.4,+ 117.5,+ 110.4,+ 107.1,+  99.3,+ 124.4,+ 110.4,+ 124.0,LLLLLLLLLL,LLLL
      2216,2021/03/25 09:50:28,500,+  88.5,+ 117.5,+ 110.4,+ 107.1,+  99.3,+ 124.4,+ 110.3,+ 124.0,LLLLLLLLLL,LLLL
      2217,2021/03/25 09:50:29,  0,+  88.4,+ 117.5,+ 110.4,+ 106.9,+  99.3,+ 124.4,+ 110.2,+ 123.8,LLLLLLLLLL,LLLL
      2218,2021/03/25 09:50:29,500,+  88.4,+ 117.5,+ 110.4,+ 106.8,+  99.3,+ 124.3,+ 110.2,+ 123.8,LLLLLLLLLL,LLLL
      2219,2021/03/25 09:50:30,  0,+  88.3,+ 117.5,+ 110.4,+ 106.8,+  99.3,+ 124.3,+ 110.1,+ 123.8,LLLLLLLLLL,LLLL
      2220,2021/03/25 09:50:30,500,+  88.3,+ 117.5,+ 110.4,+ 106.8,+  99.3,+ 124.3,+ 110.2,+ 123.8,LLLLLLLLLL,LLLL
      2221,2021/03/25 09:50:31,  0,+  88.3,+ 117.5,+ 110.4,+ 106.8,+  99.3,+ 124.3,+ 110.3,+ 123.7,LLLLLLLLLL,LLLL
      2222,2021/03/25 09:50:31,500,+  88.3,+ 117.5,+ 110.5,+ 107.0,+  99.3,+ 124.2,+ 110.4,+ 123.7,LLLLLLLLLL,LLLL
      2223,2021/03/25 09:50:32,  0,+  88.3,+ 117.5,+ 110.5,+ 107.1,+  99.3,+ 124.2,+ 110.4,+ 123.7,LLLLLLLLLL,LLLL
      2224,2021/03/25 09:50:32,500,+  88.3,+ 117.4,+ 110.4,+ 107.0,+  99.3,+ 124.2,+ 110.2,+ 123.7,LLLLLLLLLL,LLLL
      2225,2021/03/25 09:50:33,  0,+  88.5,+ 117.5,+ 110.4,+ 107.1,+  99.3,+ 124.1,+ 110.2,+ 123.6,LLLLLLLLLL,LLLL
      2226,2021/03/25 09:50:33,500,+  88.5,+ 117.5,+ 110.4,+ 107.1,+  99.3,+ 124.1,+ 110.2,+ 123.6,LLLLLLLLLL,LLLL
      2227,2021/03/25 09:50:34,  0,+  88.7,+ 117.5,+ 110.4,+ 107.2,+  99.3,+ 124.1,+ 110.1,+ 123.5,LLLLLLLLLL,LLLL
      2228,2021/03/25 09:50:34,500,+  88.6,+ 117.5,+ 110.4,+ 107.3,+  99.3,+ 124.1,+ 109.9,+ 123.5,LLLLLLLLLL,LLLL
      2229,2021/03/25 09:50:35,  0,+  88.7,+ 117.6,+ 110.5,+ 107.3,+  99.3,+ 124.0,+ 109.9,+ 123.5,LLLLLLLLLL,LLLL
      2230,2021/03/25 09:50:35,500,+  88.7,+ 117.6,+ 110.5,+ 107.4,+  99.3,+ 124.0,+ 110.0,+ 123.5,LLLLLLLLLL,LLLL
      2231,2021/03/25 09:50:36,  0,+  88.7,+ 117.6,+ 110.6,+ 107.5,+  99.3,+ 124.0,+ 109.9,+ 123.4,LLLLLLLLLL,LLLL
      2232,2021/03/25 09:50:36,500,+  88.7,+ 117.6,+ 110.7,+ 107.6,+  99.3,+ 123.9,+ 110.1,+ 123.3,LLLLLLLLLL,LLLL
      2233,2021/03/25 09:50:37,  0,+  88.8,+ 117.6,+ 110.6,+ 107.7,+  99.3,+ 123.9,+ 110.1,+ 123.3,LLLLLLLLLL,LLLL
      2234,2021/03/25 09:50:37,500,+  88.8,+ 117.6,+ 110.6,+ 107.7,+  99.3,+ 123.9,+ 109.9,+ 123.3,LLLLLLLLLL,LLLL
      2235,2021/03/25 09:50:38,  0,+  88.8,+ 117.6,+ 110.5,+ 107.7,+  99.3,+ 123.8,+ 109.9,+ 123.3,LLLLLLLLLL,LLLL
      2236,2021/03/25 09:50:38,500,+  88.7,+ 117.6,+ 110.5,+ 107.7,+  99.3,+ 123.8,+ 109.9,+ 123.3,LLLLLLLLLL,LLLL
      2237,2021/03/25 09:50:39,  0,+  88.8,+ 117.6,+ 110.5,+ 107.7,+  99.4,+ 123.8,+ 110.1,+ 123.3,LLLLLLLLLL,LLLL
      2238,2021/03/25 09:50:39,500,+  88.8,+ 117.6,+ 110.6,+ 107.7,+  99.4,+ 123.8,+ 110.2,+ 123.2,LLLLLLLLLL,LLLL
      2239,2021/03/25 09:50:40,  0,+  88.8,+ 117.6,+ 110.6,+ 107.8,+  99.4,+ 123.8,+ 110.4,+ 123.2,LLLLLLLLLL,LLLL
      2240,2021/03/25 09:50:40,500,+  88.7,+ 117.6,+ 110.6,+ 107.8,+  99.4,+ 123.7,+ 110.4,+ 123.2,LLLLLLLLLL,LLLL
      2241,2021/03/25 09:50:41,  0,+  88.8,+ 117.5,+ 110.6,+ 107.7,+  99.4,+ 123.7,+ 110.2,+ 123.1,LLLLLLLLLL,LLLL
      2242,2021/03/25 09:50:41,500,+  88.7,+ 117.5,+ 110.5,+ 107.5,+  99.4,+ 123.6,+ 110.1,+ 123.1,LLLLLLLLLL,LLLL
      2243,2021/03/25 09:50:42,  0,+  88.8,+ 117.6,+ 110.5,+ 107.4,+  99.4,+ 123.6,+ 110.1,+ 123.0,LLLLLLLLLL,LLLL
      2244,2021/03/25 09:50:42,500,+  88.9,+ 117.6,+ 110.7,+ 107.5,+  99.4,+ 123.6,+ 110.1,+ 123.0,LLLLLLLLLL,LLLL
      2245,2021/03/25 09:50:43,  0,+  88.9,+ 117.6,+ 110.7,+ 107.6,+  99.5,+ 123.6,+ 109.9,+ 123.0,LLLLLLLLLL,LLLL
      2246,2021/03/25 09:50:43,500,+  89.0,+ 117.6,+ 110.7,+ 107.7,+  99.5,+ 123.5,+ 109.9,+ 123.0,LLLLLLLLLL,LLLL
      2247,2021/03/25 09:50:44,  0,+  89.0,+ 117.6,+ 110.7,+ 107.7,+  99.5,+ 123.5,+ 109.8,+ 123.0,LLLLLLLLLL,LLLL
      2248,2021/03/25 09:50:44,500,+  89.0,+ 117.6,+ 110.7,+ 107.8,+  99.4,+ 123.5,+ 109.7,+ 122.8,LLLLLLLLLL,LLLL
      2249,2021/03/25 09:50:45,  0,+  89.1,+ 117.6,+ 110.7,+ 107.7,+  99.5,+ 123.5,+ 109.7,+ 122.9,LLLLLLLLLL,LLLL
      2250,2021/03/25 09:50:45,500,+  89.1,+ 117.6,+ 110.7,+ 107.7,+  99.5,+ 123.5,+ 109.6,+ 122.8,LLLLLLLLLL,LLLL
      2251,2021/03/25 09:50:46,  0,+  89.1,+ 117.6,+ 110.6,+ 107.7,+  99.5,+ 123.5,+ 109.7,+ 122.9,LLLLLLLLLL,LLLL
      2252,2021/03/25 09:50:46,500,+  89.1,+ 117.6,+ 110.6,+ 107.8,+  99.5,+ 123.3,+ 109.6,+ 122.8,LLLLLLLLLL,LLLL
      2253,2021/03/25 09:50:47,  0,+  89.2,+ 117.6,+ 110.5,+ 107.9,+  99.5,+ 123.3,+ 109.6,+ 122.8,LLLLLLLLLL,LLLL
      2254,2021/03/25 09:50:47,500,+  89.2,+ 117.6,+ 110.6,+ 107.9,+  99.5,+ 123.3,+ 109.5,+ 122.8,LLLLLLLLLL,LLLL
      2255,2021/03/25 09:50:48,  0,+  89.3,+ 117.6,+ 110.5,+ 107.9,+  99.5,+ 123.3,+ 109.6,+ 122.7,LLLLLLLLLL,LLLL
      2256,2021/03/25 09:50:48,500,+  89.3,+ 117.6,+ 110.5,+ 107.9,+  99.5,+ 123.2,+ 109.7,+ 122.7,LLLLLLLLLL,LLLL
      2257,2021/03/25 09:50:49,  0,+  89.2,+ 117.6,+ 110.5,+ 107.9,+  99.5,+ 123.2,+ 109.8,+ 122.7,LLLLLLLLLL,LLLL
      2258,2021/03/25 09:50:49,500,+  89.3,+ 117.6,+ 110.5,+ 107.8,+  99.5,+ 123.2,+ 109.9,+ 122.7,LLLLLLLLLL,LLLL
      2259,2021/03/25 09:50:50,  0,+  89.3,+ 117.6,+ 110.5,+ 107.7,+  99.5,+ 123.2,+ 109.9,+ 122.7,LLLLLLLLLL,LLLL
      2260,2021/03/25 09:50:50,500,+  89.3,+ 117.7,+ 110.5,+ 107.7,+  99.5,+ 123.1,+ 109.9,+ 122.6,LLLLLLLLLL,LLLL
      2261,2021/03/25 09:50:51,  0,+  89.4,+ 117.7,+ 110.5,+ 107.6,+  99.5,+ 123.1,+ 109.9,+ 122.6,LLLLLLLLLL,LLLL
      2262,2021/03/25 09:50:51,500,+  89.3,+ 117.7,+ 110.5,+ 107.5,+  99.6,+ 123.1,+ 110.0,+ 122.5,LLLLLLLLLL,LLLL
      2263,2021/03/25 09:50:52,  0,+  89.3,+ 117.7,+ 110.6,+ 107.4,+  99.5,+ 123.1,+ 110.2,+ 122.5,LLLLLLLLLL,LLLL
      2264,2021/03/25 09:50:52,500,+  89.1,+ 117.7,+ 110.5,+ 107.4,+  99.6,+ 123.1,+ 110.3,+ 122.4,LLLLLLLLLL,LLLL
      2265,2021/03/25 09:50:53,  0,+  89.1,+ 117.7,+ 110.6,+ 107.3,+  99.6,+ 123.0,+ 110.2,+ 122.5,LLLLLLLLLL,LLLL
      2266,2021/03/25 09:50:53,500,+  89.1,+ 117.7,+ 110.6,+ 107.2,+  99.6,+ 123.0,+ 110.2,+ 122.4,LLLLLLLLLL,LLLL
      2267,2021/03/25 09:50:54,  0,+  89.2,+ 117.8,+ 110.7,+ 107.3,+  99.5,+ 123.0,+ 110.2,+ 122.4,LLLLLLLLLL,LLLL
      2268,2021/03/25 09:50:54,500,+  89.3,+ 117.8,+ 110.7,+ 107.3,+  99.5,+ 122.9,+ 110.1,+ 122.4,LLLLLLLLLL,LLLL
      2269,2021/03/25 09:50:55,  0,+  89.3,+ 117.9,+ 110.8,+ 107.5,+  99.5,+ 122.9,+ 110.1,+ 122.4,LLLLLLLLLL,LLLL
      2270,2021/03/25 09:50:55,500,+  89.3,+ 117.7,+ 110.8,+ 107.6,+  99.5,+ 122.8,+ 110.1,+ 122.2,LLLLLLLLLL,LLLL
      2271,2021/03/25 09:50:56,  0,+  89.3,+ 117.8,+ 110.8,+ 107.9,+  99.5,+ 122.8,+ 110.1,+ 122.3,LLLLLLLLLL,LLLL
      2272,2021/03/25 09:50:56,500,+  89.4,+ 117.7,+ 110.9,+ 108.0,+  99.5,+ 122.8,+ 110.1,+ 122.2,LLLLLLLLLL,LLLL
      2273,2021/03/25 09:50:57,  0,+  89.3,+ 117.8,+ 111.0,+ 108.2,+  99.5,+ 122.8,+ 110.1,+ 122.2,LLLLLLLLLL,LLLL
      2274,2021/03/25 09:50:57,500,+  89.3,+ 117.8,+ 111.0,+ 108.2,+  99.5,+ 122.8,+ 110.2,+ 122.2,LLLLLLLLLL,LLLL
      2275,2021/03/25 09:50:58,  0,+  89.3,+ 117.8,+ 111.0,+ 108.2,+  99.5,+ 122.7,+ 110.1,+ 122.2,LLLLLLLLLL,LLLL
      2276,2021/03/25 09:50:58,500,+  89.3,+ 117.8,+ 111.0,+ 108.3,+  99.5,+ 122.7,+ 109.9,+ 122.1,LLLLLLLLLL,LLLL
      2277,2021/03/25 09:50:59,  0,+  89.3,+ 117.8,+ 111.0,+ 108.2,+  99.5,+ 122.7,+ 109.8,+ 122.1,LLLLLLLLLL,LLLL
      2278,2021/03/25 09:50:59,500,+  89.4,+ 117.8,+ 111.0,+ 108.3,+  99.5,+ 122.6,+ 109.9,+ 122.1,LLLLLLLLLL,LLLL
      2279,2021/03/25 09:51:00,  0,+  89.4,+ 117.8,+ 111.0,+ 108.3,+  99.5,+ 122.6,+ 110.1,+ 122.0,LLLLLLLLLL,LLLL
      2280,2021/03/25 09:51:00,500,+  89.4,+ 117.8,+ 111.0,+ 108.2,+  99.5,+ 122.5,+ 110.2,+ 122.0,LLLLLLLLLL,LLLL
      2281,2021/03/25 09:51:01,  0,+  89.4,+ 117.9,+ 111.0,+ 108.1,+  99.5,+ 122.6,+ 110.2,+ 122.0,LLLLLLLLLL,LLLL
      2282,2021/03/25 09:51:01,500,+  89.4,+ 117.8,+ 111.0,+ 108.1,+  99.5,+ 122.5,+ 110.2,+ 122.0,LLLLLLLLLL,LLLL
      2283,2021/03/25 09:51:02,  0,+  89.4,+ 117.8,+ 110.9,+ 108.1,+  99.5,+ 122.5,+ 110.3,+ 121.9,LLLLLLLLLL,LLLL
      2284,2021/03/25 09:51:02,500,+  89.6,+ 117.9,+ 110.8,+ 108.1,+  99.5,+ 122.4,+ 110.2,+ 121.9,LLLLLLLLLL,LLLL
      2285,2021/03/25 09:51:03,  0,+  89.6,+ 117.9,+ 110.8,+ 108.2,+  99.5,+ 122.4,+ 110.2,+ 121.9,LLLLLLLLLL,LLLL
      2286,2021/03/25 09:51:03,500,+  89.6,+ 117.8,+ 110.8,+ 108.2,+  99.5,+ 122.4,+ 110.2,+ 121.9,LLLLLLLLLL,LLLL
      2287,2021/03/25 09:51:04,  0,+  89.6,+ 117.9,+ 110.8,+ 108.2,+  99.5,+ 122.4,+ 110.1,+ 121.9,LLLLLLLLLL,LLLL
      2288,2021/03/25 09:51:04,500,+  89.6,+ 117.9,+ 110.8,+ 108.2,+  99.5,+ 122.4,+ 109.9,+ 121.8,LLLLLLLLLL,LLLL
      2289,2021/03/25 09:51:05,  0,+  89.6,+ 117.9,+ 110.8,+ 108.2,+  99.5,+ 122.4,+ 109.8,+ 121.8,LLLLLLLLLL,LLLL
      2290,2021/03/25 09:51:05,500,+  89.6,+ 117.9,+ 110.8,+ 108.1,+  99.5,+ 122.3,+ 109.6,+ 121.8,LLLLLLLLLL,LLLL
      2291,2021/03/25 09:51:06,  0,+  89.7,+ 117.9,+ 110.8,+ 108.2,+  99.5,+ 122.3,+ 109.6,+ 121.7,LLLLLLLLLL,LLLL
      2292,2021/03/25 09:51:06,500,+  89.7,+ 117.9,+ 110.8,+ 108.1,+  99.5,+ 122.2,+ 109.6,+ 121.7,LLLLLLLLLL,LLLL
      2293,2021/03/25 09:51:07,  0,+  89.7,+ 117.8,+ 110.8,+ 108.0,+  99.5,+ 122.2,+ 109.5,+ 121.7,LLLLLLLLLL,LLLL
      2294,2021/03/25 09:51:07,500,+  89.6,+ 117.9,+ 110.8,+ 107.9,+  99.5,+ 122.2,+ 109.5,+ 121.6,LLLLLLLLLL,LLLL
      2295,2021/03/25 09:51:08,  0,+  89.7,+ 117.8,+ 110.8,+ 107.9,+  99.5,+ 122.2,+ 109.4,+ 121.6,LLLLLLLLLL,LLLL
      2296,2021/03/25 09:51:08,500,+  89.7,+ 117.8,+ 110.7,+ 107.8,+  99.5,+ 122.1,+ 109.5,+ 121.6,LLLLLLLLLL,LLLL
      2297,2021/03/25 09:51:09,  0,+  89.6,+ 117.7,+ 110.7,+ 107.9,+  99.5,+ 122.1,+ 109.6,+ 121.6,LLLLLLLLLL,LLLL
      2298,2021/03/25 09:51:09,500,+  89.6,+ 117.7,+ 110.7,+ 107.9,+  99.5,+ 122.1,+ 109.7,+ 121.6,LLLLLLLLLL,LLLL
      2299,2021/03/25 09:51:10,  0,+  89.7,+ 117.7,+ 110.7,+ 107.9,+  99.5,+ 122.1,+ 109.8,+ 121.6,LLLLLLLLLL,LLLL
      2300,2021/03/25 09:51:10,500,+  89.6,+ 117.7,+ 110.7,+ 107.8,+  99.5,+ 122.1,+ 109.9,+ 121.5,LLLLLLLLLL,LLLL
      2301,2021/03/25 09:51:11,  0,+  89.6,+ 117.7,+ 110.8,+ 107.8,+  99.5,+ 122.1,+ 110.0,+ 121.5,LLLLLLLLLL,LLLL
      2302,2021/03/25 09:51:11,500,+  89.5,+ 117.7,+ 110.8,+ 107.8,+  99.5,+ 122.0,+ 110.1,+ 121.4,LLLLLLLLLL,LLLL
      2303,2021/03/25 09:51:12,  0,+  89.5,+ 117.8,+ 110.9,+ 107.9,+  99.5,+ 122.0,+ 110.1,+ 121.4,LLLLLLLLLL,LLLL
      2304,2021/03/25 09:51:12,500,+  89.4,+ 117.7,+ 110.9,+ 107.9,+  99.5,+ 122.0,+ 110.1,+ 121.4,LLLLLLLLLL,LLLL
      2305,2021/03/25 09:51:13,  0,+  89.5,+ 117.8,+ 111.0,+ 108.0,+  99.5,+ 121.9,+ 110.0,+ 121.4,LLLLLLLLLL,LLLL
      2306,2021/03/25 09:51:13,500,+  89.5,+ 117.8,+ 111.0,+ 108.1,+  99.5,+ 121.9,+ 109.9,+ 121.4,LLLLLLLLLL,LLLL
      2307,2021/03/25 09:51:14,  0,+  89.5,+ 117.8,+ 111.0,+ 108.2,+  99.5,+ 121.9,+ 109.9,+ 121.3,LLLLLLLLLL,LLLL
      2308,2021/03/25 09:51:14,500,+  89.5,+ 117.8,+ 111.1,+ 108.2,+  99.5,+ 121.8,+ 110.0,+ 121.3,LLLLLLLLLL,LLLL
      2309,2021/03/25 09:51:15,  0,+  89.5,+ 117.9,+ 111.2,+ 108.2,+  99.5,+ 121.8,+ 109.9,+ 121.3,LLLLLLLLLL,LLLL
      2310,2021/03/25 09:51:15,500,+  89.5,+ 117.9,+ 111.2,+ 108.3,+  99.5,+ 121.8,+ 109.8,+ 121.3,LLLLLLLLLL,LLLL
      2311,2021/03/25 09:51:16,  0,+  89.5,+ 117.8,+ 111.3,+ 108.4,+  99.5,+ 121.8,+ 109.7,+ 121.3,LLLLLLLLLL,LLLL
      2312,2021/03/25 09:51:16,500,+  89.5,+ 117.9,+ 111.3,+ 108.5,+  99.5,+ 121.8,+ 109.8,+ 121.3,LLLLLLLLLL,LLLL
      2313,2021/03/25 09:51:17,  0,+  89.6,+ 117.9,+ 111.3,+ 108.5,+  99.5,+ 121.8,+ 109.9,+ 121.3,LLLLLLLLLL,LLLL
      2314,2021/03/25 09:51:17,500,+  89.6,+ 117.9,+ 111.3,+ 108.4,+  99.5,+ 121.8,+ 109.9,+ 121.2,LLLLLLLLLL,LLLL
      2315,2021/03/25 09:51:18,  0,+  89.7,+ 117.8,+ 111.3,+ 108.3,+  99.5,+ 121.8,+ 110.1,+ 121.2,LLLLLLLLLL,LLLL
      2316,2021/03/25 09:51:18,500,+  89.7,+ 117.9,+ 111.3,+ 108.4,+  99.5,+ 121.7,+ 110.1,+ 121.1,LLLLLLLLLL,LLLL
