Vendor,GRAPHTEC Corporation
Model,"GL240"
Version,"Ver1.51"
MaxChannel,10
GSStartCH,10
WLStartCH,0
MaxLogicChannel,0
Logic/Pulse,Off,Off
TempUnit,C
Sampling interval,100ms
Total Data Points,18274     
Trigger,0         
Start time,2021-03-22,13:45:32
End time,2021-03-22,14:16:00
Trigger time,2021-03-22,13:45:32
AMP settings
CH,SignalName,Amp,Input,Range,Temperature Range,Filter,SpanUpper,SpanLower,Unit,Color,,,Line,Scaling settings,Input Upper,Input Lower,Output Upper,Output Lower,Unit
CH1," CH 1",M,TEMP,TC_K,2000degC,Off,+500.0,+0.0,degC,28,5,6,0
CH2," CH 2",M,TEMP,TC_K,2000degC,Off,+500.0,+0.0,degC,0,13,23,0
CH3," CH 3",M,TEMP,TC_K,2000degC,Off,+500.0,+0.0,degC,9,22,8,0
CH4," CH 4",M,TEMP,TC_K,2000degC,Off,+500.0,+0.0,degC,21,0,21,0
CH5," CH 5",M,TEMP,TC_K,2000degC,Off,+500.0,+0.0,degC,28,16,2,0
CH6," CH 6",M,TEMP,TC_K,2000degC,Off,+500.0,+0.0,degC,5,23,30,0
CH7," CH 7",M,TEMP,TC_K,2000degC,Off,+500.0,+0.0,degC,30,23,1,0
CH8," CH 8",M,TEMP,TC_K,2000degC,Off,+500.0,+0.0,degC,28,0,17,0
CH9," CH 9",M,TEMP,TC_K,2000degC,Off,+500.0,+0.0,degC,17,11,7,0
CH10," CH10",M,TEMP,TC_K,2000degC,Off,+500.0,+0.0,degC,19,27,0,0
CH,Input,Slope,Filter,Span,,Unit,Color,,,Line
Data
Number,Date&Time,ms,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,Alarm1-10,AlarmOut
6730,2021-03-22 13:56:44,900,+50.1,+60.4,+55.8,+60.9,+191.8,+95.7,+79.2,+120.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6731,2021-03-22 13:56:45,0,+49.9,+60.4,+55.8,+61.0,+191.8,+95.7,+79.1,+120.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6732,2021-03-22 13:56:45,100,+50.1,+60.4,+55.8,+61.0,+191.8,+95.7,+79.1,+120.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6733,2021-03-22 13:56:45,200,+50.1,+60.4,+55.9,+61.0,+191.8,+95.7,+79.0,+120.0,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6734,2021-03-22 13:56:45,300,+50.1,+60.4,+55.9,+61.1,+191.8,+95.7,+79.0,+119.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6735,2021-03-22 13:56:45,400,+50.1,+60.4,+55.8,+61.1,+191.8,+95.7,+79.0,+119.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6736,2021-03-22 13:56:45,500,+50.1,+60.4,+55.9,+61.1,+191.8,+95.7,+78.9,+119.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6737,2021-03-22 13:56:45,600,+50.0,+60.5,+55.8,+61.0,+191.8,+95.7,+78.9,+119.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6738,2021-03-22 13:56:45,700,+50.1,+60.5,+55.9,+61.0,+191.8,+95.8,+78.9,+119.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6739,2021-03-22 13:56:45,800,+50.1,+60.5,+55.9,+61.0,+191.8,+95.7,+78.9,+119.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6740,2021-03-22 13:56:45,900,+50.1,+60.5,+55.9,+61.0,+191.8,+95.7,+78.9,+119.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6741,2021-03-22 13:56:46,0,+50.0,+60.5,+56.0,+61.1,+191.9,+95.7,+78.8,+119.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6742,2021-03-22 13:56:46,100,+50.1,+60.6,+55.9,+61.3,+191.9,+95.7,+78.7,+119.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6743,2021-03-22 13:56:46,200,+50.1,+60.6,+56.0,+61.1,+191.8,+95.7,+78.7,+119.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6744,2021-03-22 13:56:46,300,+50.1,+60.6,+56.0,+61.2,+191.8,+95.7,+78.7,+119.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6745,2021-03-22 13:56:46,400,+50.1,+60.6,+55.9,+61.4,+191.9,+95.7,+78.6,+119.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6746,2021-03-22 13:56:46,500,+50.1,+60.6,+56.0,+61.2,+191.8,+95.7,+78.6,+119.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6747,2021-03-22 13:56:46,600,+50.1,+60.6,+56.0,+61.3,+191.8,+95.7,+78.6,+119.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6748,2021-03-22 13:56:46,700,+50.1,+60.6,+55.9,+61.3,+191.8,+95.7,+78.5,+119.0,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6749,2021-03-22 13:56:46,800,+50.0,+60.6,+56.0,+61.2,+191.8,+95.7,+78.5,+119.0,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6750,2021-03-22 13:56:46,900,+50.1,+60.7,+56.0,+61.2,+191.8,+95.7,+78.5,+118.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6751,2021-03-22 13:56:47,0,+50.1,+60.7,+56.0,+61.2,+191.9,+95.7,+78.4,+118.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6752,2021-03-22 13:56:47,100,+50.1,+60.7,+56.0,+61.4,+191.8,+95.7,+78.4,+118.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6753,2021-03-22 13:56:47,200,+50.1,+60.7,+56.0,+61.4,+191.8,+95.7,+78.4,+118.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6754,2021-03-22 13:56:47,300,+50.0,+60.7,+56.0,+61.2,+191.8,+95.7,+78.3,+118.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6755,2021-03-22 13:56:47,400,+50.0,+60.7,+56.0,+61.2,+191.8,+95.7,+78.2,+118.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6756,2021-03-22 13:56:47,500,+50.0,+60.7,+56.0,+61.2,+191.8,+95.7,+78.2,+118.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6757,2021-03-22 13:56:47,600,+50.1,+60.7,+56.0,+61.2,+191.8,+95.7,+78.2,+118.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6758,2021-03-22 13:56:47,700,+50.1,+60.7,+56.0,+61.4,+191.8,+95.7,+78.2,+118.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6759,2021-03-22 13:56:47,800,+50.0,+60.7,+56.0,+61.3,+191.8,+95.7,+78.1,+118.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6760,2021-03-22 13:56:47,900,+50.1,+60.7,+56.2,+61.3,+191.8,+95.7,+78.1,+118.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6761,2021-03-22 13:56:48,0,+49.9,+60.7,+56.0,+61.3,+191.8,+95.6,+78.1,+118.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6762,2021-03-22 13:56:48,100,+50.0,+60.7,+56.0,+61.4,+191.8,+95.6,+78.1,+118.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6763,2021-03-22 13:56:48,200,+50.0,+60.8,+56.1,+61.4,+191.8,+95.7,+78.1,+118.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6764,2021-03-22 13:56:48,300,+49.9,+60.8,+56.0,+61.4,+191.8,+95.7,+78.1,+118.0,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6765,2021-03-22 13:56:48,400,+49.9,+60.8,+56.0,+61.4,+191.8,+95.7,+78.0,+118.0,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6766,2021-03-22 13:56:48,500,+50.1,+60.8,+56.2,+61.5,+191.8,+95.7,+78.0,+117.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6767,2021-03-22 13:56:48,600,+49.9,+60.9,+56.1,+61.4,+191.8,+95.7,+77.9,+117.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6768,2021-03-22 13:56:48,700,+50.1,+60.8,+56.1,+61.4,+191.8,+95.7,+77.9,+117.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6769,2021-03-22 13:56:48,800,+49.9,+60.8,+56.2,+61.5,+191.8,+95.7,+77.9,+117.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6770,2021-03-22 13:56:48,900,+50.0,+60.8,+56.2,+61.5,+191.8,+95.7,+77.9,+117.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6771,2021-03-22 13:56:49,0,+50.0,+60.9,+56.3,+61.5,+191.9,+95.7,+77.8,+117.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6772,2021-03-22 13:56:49,100,+49.9,+60.9,+56.3,+61.5,+191.8,+95.7,+77.8,+117.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6773,2021-03-22 13:56:49,200,+50.0,+60.9,+56.2,+61.5,+191.8,+95.7,+77.8,+117.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6774,2021-03-22 13:56:49,300,+49.9,+60.9,+56.2,+61.6,+191.8,+95.8,+77.7,+117.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6775,2021-03-22 13:56:49,400,+50.0,+60.9,+56.2,+61.5,+191.8,+95.7,+77.7,+117.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6776,2021-03-22 13:56:49,500,+49.9,+60.9,+56.2,+61.6,+191.8,+95.7,+77.7,+117.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6777,2021-03-22 13:56:49,600,+49.9,+60.9,+56.2,+61.7,+191.8,+95.7,+77.7,+117.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6778,2021-03-22 13:56:49,700,+50.0,+61.0,+56.3,+61.7,+191.8,+95.7,+77.7,+117.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6779,2021-03-22 13:56:49,800,+49.9,+61.0,+56.2,+61.7,+191.8,+95.7,+77.5,+117.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6780,2021-03-22 13:56:49,900,+49.8,+61.0,+56.2,+61.7,+191.8,+95.7,+77.5,+117.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6781,2021-03-22 13:56:50,0,+49.9,+61.0,+56.4,+61.7,+191.9,+95.7,+77.5,+117.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6782,2021-03-22 13:56:50,100,+49.8,+61.0,+56.2,+61.8,+191.8,+95.7,+77.5,+117.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6783,2021-03-22 13:56:50,200,+49.9,+61.0,+56.2,+61.7,+191.8,+95.7,+77.5,+117.0,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6784,2021-03-22 13:56:50,300,+49.9,+61.0,+56.2,+61.7,+191.8,+95.8,+77.5,+117.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6785,2021-03-22 13:56:50,400,+49.8,+61.1,+56.2,+61.9,+191.8,+95.9,+77.4,+116.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6786,2021-03-22 13:56:50,500,+49.8,+61.1,+56.4,+61.8,+191.8,+95.7,+77.4,+116.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6787,2021-03-22 13:56:50,600,+49.9,+61.1,+56.3,+61.8,+191.8,+95.7,+77.4,+116.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6788,2021-03-22 13:56:50,700,+49.8,+61.1,+56.2,+61.9,+191.8,+95.7,+77.4,+116.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6789,2021-03-22 13:56:50,800,+49.8,+61.1,+56.2,+61.8,+191.8,+95.8,+77.4,+116.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6790,2021-03-22 13:56:50,900,+49.8,+61.0,+56.1,+61.7,+191.8,+95.8,+77.3,+116.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6791,2021-03-22 13:56:51,0,+49.8,+61.0,+56.1,+61.7,+192.0,+95.7,+77.2,+116.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6792,2021-03-22 13:56:51,100,+49.7,+61.1,+56.1,+62.0,+191.7,+95.7,+77.2,+116.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6793,2021-03-22 13:56:51,200,+49.6,+61.1,+56.1,+61.8,+191.8,+95.7,+77.2,+116.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6794,2021-03-22 13:56:51,300,+49.8,+61.1,+56.1,+61.8,+191.8,+95.7,+77.2,+116.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6795,2021-03-22 13:56:51,400,+49.7,+61.1,+56.1,+61.8,+191.8,+95.7,+77.2,+116.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6796,2021-03-22 13:56:51,500,+49.7,+61.1,+56.1,+62.0,+191.8,+95.9,+77.2,+116.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6797,2021-03-22 13:56:51,600,+49.8,+61.1,+56.2,+62.0,+191.8,+95.7,+77.2,+116.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6798,2021-03-22 13:56:51,700,+49.8,+61.2,+56.2,+61.8,+191.8,+95.7,+77.1,+116.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6799,2021-03-22 13:56:51,800,+49.6,+61.2,+56.2,+61.8,+191.8,+95.7,+77.1,+116.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6800,2021-03-22 13:56:51,900,+49.6,+61.2,+56.1,+61.9,+191.8,+95.8,+77.1,+116.0,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6801,2021-03-22 13:56:52,0,+49.6,+61.2,+56.1,+62.0,+191.9,+95.7,+77.1,+116.0,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6802,2021-03-22 13:56:52,100,+49.6,+61.2,+56.1,+61.9,+191.8,+95.7,+77.1,+115.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6803,2021-03-22 13:56:52,200,+49.5,+61.2,+56.1,+62.0,+191.7,+95.7,+77.1,+115.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6804,2021-03-22 13:56:52,300,+49.5,+61.2,+56.1,+62.0,+191.8,+95.8,+77.1,+115.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6805,2021-03-22 13:56:52,400,+49.7,+61.2,+56.2,+62.0,+191.8,+95.7,+77.1,+115.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6806,2021-03-22 13:56:52,500,+49.6,+61.3,+56.1,+62.1,+191.8,+95.7,+77.1,+115.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6807,2021-03-22 13:56:52,600,+49.6,+61.3,+56.2,+62.0,+191.8,+95.8,+77.1,+115.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6808,2021-03-22 13:56:52,700,+49.8,+61.3,+56.2,+62.0,+191.8,+95.7,+77.1,+115.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6809,2021-03-22 13:56:52,800,+49.5,+61.3,+56.2,+62.1,+191.8,+95.7,+77.0,+115.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6810,2021-03-22 13:56:52,900,+49.5,+61.3,+56.2,+62.1,+191.8,+95.9,+76.9,+115.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6811,2021-03-22 13:56:53,0,+49.6,+61.4,+56.2,+62.1,+191.9,+95.7,+77.0,+115.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6812,2021-03-22 13:56:53,100,+49.4,+61.4,+56.3,+62.1,+191.8,+95.8,+76.9,+115.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6813,2021-03-22 13:56:53,200,+49.3,+61.4,+56.2,+62.1,+191.8,+95.7,+76.9,+115.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6814,2021-03-22 13:56:53,300,+49.4,+61.4,+56.2,+62.1,+191.8,+95.7,+76.9,+115.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6815,2021-03-22 13:56:53,400,+49.6,+61.4,+56.2,+62.1,+191.8,+95.9,+76.9,+115.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6816,2021-03-22 13:56:53,500,+49.5,+61.4,+56.2,+62.1,+191.8,+95.7,+76.9,+115.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6817,2021-03-22 13:56:53,600,+49.4,+61.4,+56.2,+62.1,+191.8,+95.7,+76.9,+115.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6818,2021-03-22 13:56:53,700,+49.6,+61.5,+56.4,+62.1,+191.8,+95.7,+77.0,+114.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6819,2021-03-22 13:56:53,800,+49.5,+61.5,+56.2,+62.1,+191.8,+95.8,+76.9,+115.0,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6820,2021-03-22 13:56:53,900,+49.4,+61.5,+56.2,+62.1,+191.8,+95.8,+76.9,+114.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6821,2021-03-22 13:56:54,0,+49.4,+61.5,+56.2,+62.3,+192.0,+95.7,+77.0,+114.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6822,2021-03-22 13:56:54,100,+49.4,+61.5,+56.2,+62.2,+191.8,+95.7,+77.0,+114.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6823,2021-03-22 13:56:54,200,+49.5,+61.5,+56.4,+62.2,+191.8,+95.8,+76.9,+114.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6824,2021-03-22 13:56:54,300,+49.4,+61.5,+56.3,+62.2,+191.8,+95.7,+77.1,+114.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6825,2021-03-22 13:56:54,400,+49.5,+61.5,+56.3,+62.3,+191.8,+95.7,+76.9,+114.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6826,2021-03-22 13:56:54,500,+49.4,+61.5,+56.3,+62.3,+191.8,+95.8,+76.9,+114.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6827,2021-03-22 13:56:54,600,+49.2,+61.5,+56.4,+62.3,+191.8,+95.8,+76.9,+114.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6828,2021-03-22 13:56:54,700,+49.4,+61.5,+56.3,+62.3,+191.7,+95.7,+76.9,+114.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6829,2021-03-22 13:56:54,800,+49.3,+61.5,+56.3,+62.3,+191.8,+95.8,+76.9,+114.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6830,2021-03-22 13:56:54,900,+49.3,+61.5,+56.3,+62.3,+191.8,+95.8,+76.9,+114.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6831,2021-03-22 13:56:55,0,+49.3,+61.7,+56.3,+62.3,+192.1,+95.8,+76.9,+114.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6832,2021-03-22 13:56:55,100,+49.3,+61.6,+56.4,+62.4,+191.8,+95.8,+76.9,+114.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6833,2021-03-22 13:56:55,200,+49.2,+61.6,+56.4,+62.4,+191.8,+95.8,+76.9,+114.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6834,2021-03-22 13:56:55,300,+49.3,+61.6,+56.4,+62.4,+191.8,+95.8,+77.0,+114.0,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6835,2021-03-22 13:56:55,400,+49.3,+61.6,+56.4,+62.4,+191.8,+95.8,+76.9,+113.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6836,2021-03-22 13:56:55,500,+49.3,+61.7,+56.4,+62.4,+191.8,+95.8,+76.9,+113.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6837,2021-03-22 13:56:55,600,+49.1,+61.7,+56.4,+62.4,+191.8,+95.8,+77.0,+113.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6838,2021-03-22 13:56:55,700,+49.3,+61.7,+56.6,+62.4,+191.9,+95.8,+76.9,+113.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6839,2021-03-22 13:56:55,800,+49.3,+61.7,+56.7,+62.6,+191.8,+95.8,+76.9,+113.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6840,2021-03-22 13:56:55,900,+49.2,+61.8,+56.6,+62.6,+191.8,+95.8,+77.0,+113.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6841,2021-03-22 13:56:56,0,+49.2,+61.7,+56.5,+62.4,+192.2,+95.8,+76.8,+113.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6842,2021-03-22 13:56:56,100,+49.2,+61.7,+56.7,+62.4,+191.9,+95.8,+76.9,+113.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6843,2021-03-22 13:56:56,200,+49.2,+61.7,+56.6,+62.5,+191.8,+95.8,+76.9,+113.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6844,2021-03-22 13:56:56,300,+49.2,+61.7,+56.6,+62.5,+191.9,+95.9,+76.9,+113.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6845,2021-03-22 13:56:56,400,+49.2,+61.8,+56.6,+62.7,+191.8,+95.8,+76.9,+113.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6846,2021-03-22 13:56:56,500,+49.2,+61.8,+56.6,+62.4,+192.0,+95.8,+76.9,+113.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6847,2021-03-22 13:56:56,600,+49.1,+61.8,+56.6,+62.5,+191.9,+95.8,+76.9,+113.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6848,2021-03-22 13:56:56,700,+49.4,+61.8,+56.8,+62.5,+191.9,+95.8,+76.9,+113.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6849,2021-03-22 13:56:56,800,+49.4,+61.8,+56.7,+62.5,+191.9,+95.8,+76.8,+113.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6850,2021-03-22 13:56:56,900,+49.5,+61.8,+56.9,+62.7,+191.9,+95.8,+76.9,+113.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6851,2021-03-22 13:56:57,0,+49.3,+61.8,+56.8,+62.6,+192.3,+95.8,+76.9,+112.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6852,2021-03-22 13:56:57,100,+49.4,+61.8,+56.9,+62.6,+192.0,+95.8,+76.9,+113.0,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6853,2021-03-22 13:56:57,200,+49.5,+61.8,+56.9,+62.6,+192.1,+95.8,+76.9,+112.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6854,2021-03-22 13:56:57,300,+49.6,+62.0,+56.9,+62.7,+192.1,+95.8,+76.8,+112.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6855,2021-03-22 13:56:57,400,+49.6,+62.0,+57.0,+62.8,+191.9,+95.9,+76.9,+112.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6856,2021-03-22 13:56:57,500,+49.5,+61.9,+57.0,+62.7,+192.1,+95.8,+76.9,+112.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6857,2021-03-22 13:56:57,600,+49.4,+61.9,+57.0,+62.7,+192.0,+95.9,+76.8,+112.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6858,2021-03-22 13:56:57,700,+49.7,+61.9,+57.1,+62.8,+192.1,+95.8,+76.8,+112.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6859,2021-03-22 13:56:57,800,+49.7,+62.0,+57.1,+62.7,+192.1,+95.8,+76.8,+112.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6860,2021-03-22 13:56:57,900,+49.7,+62.0,+57.1,+62.7,+192.1,+95.8,+76.7,+112.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6861,2021-03-22 13:56:58,0,+49.6,+62.1,+57.1,+62.7,+192.3,+95.8,+76.8,+112.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6862,2021-03-22 13:56:58,100,+49.8,+62.1,+57.2,+62.6,+192.1,+95.8,+76.8,+112.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6863,2021-03-22 13:56:58,200,+49.8,+62.1,+57.2,+62.6,+192.0,+96.0,+76.8,+112.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6864,2021-03-22 13:56:58,300,+49.8,+62.1,+57.4,+62.4,+192.1,+95.8,+76.8,+112.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6865,2021-03-22 13:56:58,400,+50.1,+62.0,+57.3,+62.5,+192.2,+95.8,+76.6,+112.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6866,2021-03-22 13:56:58,500,+49.9,+62.1,+57.4,+62.5,+192.1,+95.8,+76.7,+112.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6867,2021-03-22 13:56:58,600,+49.9,+62.2,+57.3,+62.7,+192.2,+95.8,+76.6,+112.0,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6868,2021-03-22 13:56:58,700,+50.0,+62.1,+57.4,+62.7,+192.1,+95.8,+76.6,+112.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6869,2021-03-22 13:56:58,800,+50.1,+62.1,+57.4,+62.6,+192.1,+95.8,+76.6,+112.0,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
6870,2021-03-22 13:56:58,900,+50.1,+62.1,+57.4,+62.5,+192.1,+95.8,+76.6,+111.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLLLLLLL
